,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
700,[15],[15],[17],[30],[0.06666666666666667],"[15, 2]",[],15,15,17,30,0.06666666666666667,30,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
701,"[-28, -34, -6, -19, 0, -26, 6, -12, -8, 13, -9]","[6, -19, -6, -8, -12, 0, 13, -9, -28, -34, -26]","[-26, -32, -4, -17, 2, -24, 8, -10, -6, 15, -7]","[-56, -68, -12, -38, 0, -52, 12, -24, -16, 26, -18]","[-0.03571428571428571, -0.029411764705882353, -0.16666666666666666, -0.05263157894736842, 'ZeroDivisionError', -0.038461538461538464, 0.16666666666666666, -0.08333333333333333, -0.125, 0.07692307692307693, -0.1111111111111111]","[-28, -34, -6, -19, 0, -26, 2, 6, -12, -8, 13, -9]","[-28, -34, -6, -19, -26, 6, -12, -8, 13, -9]",0,0,136868659200,0,error,0,190161893376,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
702,"[0, -2, -29, 5, 9, -3, -13, 14]","[9, -13, -2, 0, -3, 14, 5, -29]","[2, 0, -27, 7, 11, -1, -11, 16]","[0, -4, -58, 10, 18, -6, -26, 28]","['ZeroDivisionError', -0.5, -0.034482758620689655, 0.2, 0.1111111111111111, -0.3333333333333333, -0.07692307692307693, 0.07142857142857142]","[0, -2, -29, 5, 9, 2, -3, -13, 14]","[0, -29, 5, 9, -3, -13, 14]",0,0,0,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
703,"[18, 3, -4, -1, -17, -1, 9, 3]","[-1, -17, 3, -4, 3, 9, 18, -1]","[20, 5, -2, 1, -15, 1, 11, 5]","[36, 6, -8, -2, -34, -2, 18, 6]","[0.05555555555555555, 0.3333333333333333, -0.25, -1.0, -0.058823529411764705, -1.0, 0.1111111111111111, 0.3333333333333333]","[18, 3, 2, -4, -1, -17, -1, 9, 3]","[18, 3, -4, -17, -1, 9, 3]",99144,99144,165000,25380864,1.008633906237392e-05,198288,-99144,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
704,"[5, -13, 13, 18, -29, 12, -12, 22, -4]","[-4, -12, -13, -29, 13, 12, 5, 18, 22]","[7, -11, 15, 20, -27, 14, -10, 24, -2]","[10, -26, 26, 36, -58, 24, -24, 44, -8]","[0.2, -0.07692307692307693, 0.07692307692307693, 0.05555555555555555, -0.034482758620689655, 0.08333333333333333, -0.08333333333333333, 0.045454545454545456, -0.25]","[2, 5, -13, 13, 18, -29, 12, -12, 22, -4]","[5, -13, 13, 18, -29, 12, 22, -4]",5589492480,5589492480,4191264000,2861820149760,1.7890711966750875e-10,11178984960,-465791040,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
705,[-19],[-19],[-17],[-38],[-0.05263157894736842],"[-19, 2]",[],-19,-19,-17,-38,-0.05263157894736842,-38,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
706,"[-3, 17, -28, 3, 19, -19, -16, -8, -22]","[-28, 17, -16, -19, 19, -22, -8, -3, 3]","[-1, 19, -26, 5, 21, -17, -14, -6, -20]","[-6, 34, -56, 6, 38, -38, -32, -16, -44]","[-0.3333333333333333, 0.058823529411764705, -0.03571428571428571, 0.3333333333333333, 0.05263157894736842, -0.05263157894736842, -0.0625, -0.125, -0.045454545454545456]","[-3, 17, -28, 3, 19, -19, -16, 2, -8, -22]","[-3, 17, -28, 3, 19, -19, -16, -22]",4355011584,4355011584,1481407200,2229765931008,2.2962051436876268e-10,8710023168,-544376448,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
707,"[-7, 9, -10, 24, -11, -7, 15, -18, -12, 19, -5, -11, 24, 12]","[24, -11, -5, 19, -12, 15, -7, -11, 9, 24, -7, -10, 12, -18]","[-5, 11, -8, 26, -9, -5, 17, -16, -10, 21, -3, -9, 26, 14]","[-14, 18, -20, 48, -22, -14, 30, -36, -24, 38, -10, -22, 48, 24]","[-0.14285714285714285, 0.1111111111111111, -0.1, 0.041666666666666664, -0.09090909090909091, -0.14285714285714285, 0.06666666666666667, -0.05555555555555555, -0.08333333333333333, 0.05263157894736842, -0.2, -0.09090909090909091, 0.041666666666666664, 0.08333333333333333]","[-7, 9, -10, 24, -11, -7, 15, -18, -12, 19, -5, 2, -11, 24, 12]","[-7, 9, -10, 24, -11, 15, -18, -12, 19, -5, -11, 24, 12]",1135262532096000,1135262532096000,288996035328000,18600141325860864000,8.80853522183746e-16,2270525064192000,-162180361728000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
708,"[-18, -21, 17, -29, 21, 29, -16]","[29, 17, -18, 21, -21, -29, -16]","[-16, -19, 19, -27, 23, 31, -14]","[-36, -42, 34, -58, 42, 58, -32]","[-0.05555555555555555, -0.047619047619047616, 0.058823529411764705, -0.034482758620689655, 0.047619047619047616, 0.034482758620689655, -0.0625]","[-18, 2, -21, 17, -29, 21, 29, -16]","[-18, -21, -29, 21, 29, -16]",1815833376,1815833376,1556712864,232426672128,5.507113225349151e-10,3631666752,106813728,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
709,"[-19, 0, 20, -11, 0]","[0, -19, 20, 0, -11]","[-17, 2, 22, -9, 2]","[-38, 0, 40, -22, 0]","[-0.05263157894736842, 'ZeroDivisionError', 0.05, -0.09090909090909091, 'ZeroDivisionError']","[-19, 0, 2, 20, -11, 0]","[-19, 0, 20, -11]",0,0,13464,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
710,"[15, 18, -3, 19, 13, 3, 17, -14, -5, -16, 18, -4, -7, 22]","[18, -14, -5, 22, -4, -3, 19, -16, 17, 18, 13, 3, -7, 15]","[17, 20, -1, 21, 15, 5, 19, -12, -3, -14, 20, -2, -5, 24]","[30, 36, -6, 38, 26, 6, 34, -28, -10, -32, 36, -8, -14, 44]","[0.06666666666666667, 0.05555555555555555, -0.3333333333333333, 0.05263157894736842, 0.07692307692307693, 0.3333333333333333, 0.058823529411764705, -0.07142857142857142, -0.2, -0.0625, 0.05555555555555555, -0.25, -0.14285714285714285, 0.045454545454545456]","[15, 18, -3, 19, 13, 3, 17, -14, -5, -16, 18, -4, -7, 22, 2]","[15, 18, -3, 19, 13, 3, 17, -14, -5, 18, -4, -7, 22]",126713646259200,126713646259200,24614150400000,2076076380310732800,7.891809836759352e-15,253427292518400,-7919602891200,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
711,"[-22, 3, -26, -6, -12, 12, 19, -6, -1, 11, 6, -4]","[11, -4, -22, -6, 6, -6, 3, 12, -12, -26, 19, -1]","[-20, 5, -24, -4, -10, 14, 21, -4, 1, 13, 8, -2]","[-44, 6, -52, -12, -24, 24, 38, -12, -2, 22, 12, -8]","[-0.045454545454545456, 0.3333333333333333, -0.038461538461538464, -0.16666666666666666, -0.08333333333333333, 0.08333333333333333, 0.05263157894736842, -0.16666666666666666, -1.0, 0.09090909090909091, 0.16666666666666666, -0.25]","[-22, 2, 3, -26, -6, -12, 12, 19, -6, -1, 11, 6, -4]","[-22, 3, -26, -6, -12, 19, -6, -1, 11, 6, -4]",-44621051904,-44621051904,23482368000,-182767828598784,-2.241094634325185e-11,-89242103808,-3718420992,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
712,"[0, 5, 11, -6, -12]","[11, -6, 5, -12, 0]","[2, 7, 13, -4, -10]","[0, 10, 22, -12, -24]","['ZeroDivisionError', 0.2, 0.09090909090909091, -0.16666666666666666, -0.08333333333333333]","[0, 5, 11, 2, -6, -12]","[0, 11, -6, -12]",0,0,7280,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
713,"[-19, 0, -9, -1, -15, 7, 12, -16, -12, 11, -14]","[-19, 0, -15, -14, -9, -16, -12, 12, 7, -1, 11]","[-17, 2, -7, 1, -13, 9, 14, -14, -10, 13, -12]","[-38, 0, -18, -2, -30, 14, 24, -32, -24, 22, -28]","[-0.05263157894736842, 'ZeroDivisionError', -0.1111111111111111, -1.0, -0.06666666666666667, 0.14285714285714285, 0.08333333333333333, -0.0625, -0.08333333333333333, 0.09090909090909091, -0.07142857142857142]","[-19, 0, -9, -1, -15, 7, 12, -16, 2, -12, 11, -14]","[-19, 0, -9, -1, -15, 7, 12, -16, -12, -14]",0,0,8514192960,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
714,"[27, 28, -8, -27, 9, 6]","[27, 28, -27, 9, -8, 6]","[29, 30, -6, -25, 11, 8]","[54, 56, -16, -54, 18, 12]","[0.037037037037037035, 0.03571428571428571, -0.125, -0.037037037037037035, 0.1111111111111111, 0.16666666666666666]","[2, 27, 28, -8, -27, 9, 6]","[27, 28, -8, -27, 9]",8817984,8817984,11484000,564350976,1.1340460586002421e-07,17635968,1469664,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
715,"[-1, 13, 11]","[11, -1, 13]","[1, 15, 13]","[-2, 26, 22]","[-1.0, 0.07692307692307693, 0.09090909090909091]","[2, -1, 13, 11]","[-1, 13]",-143,-143,195,-1144,-0.006993006993006994,-286,-13,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
716,"[12, 15, -29, -28, -23, -23, 1, 8, 9]","[1, 8, -23, 9, 12, -29, -28, -23, 15]","[14, 17, -27, -26, -21, -21, 3, 10, 11]","[24, 30, -58, -56, -46, -46, 2, 16, 18]","[0.08333333333333333, 0.06666666666666667, -0.034482758620689655, -0.03571428571428571, -0.043478260869565216, -0.043478260869565216, 1.0, 0.125, 0.1111111111111111]","[12, 15, 2, -29, -28, -23, -23, 1, 8, 9]","[12, -29, -28, -23, -23, 1, 8, 9]",5566942080,5566942080,24314570280,2850274344960,1.7963183119735274e-10,11133884160,371129472,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
717,"[11, 14, -14, -12]","[14, -14, -12, 11]","[13, 16, -12, -10]","[22, 28, -28, -24]","[0.09090909090909091, 0.07142857142857142, -0.07142857142857142, -0.08333333333333333]","[11, 14, -14, -12, 2]","[11, 14, -12]",25872,25872,24960,413952,3.8651824366110076e-05,51744,-1848,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
718,"[-29, 26, -18, -17, -15, 25, 4, 14, -19, -5]","[-18, 4, 26, -17, -29, 14, -15, 25, -5, -19]","[-27, 28, -16, -15, -13, 27, 6, 16, -17, -3]","[-58, 52, -36, -34, -30, 50, 8, 28, -38, -10]","[-0.034482758620689655, 0.038461538461538464, -0.05555555555555555, -0.058823529411764705, -0.06666666666666667, 0.04, 0.25, 0.07142857142857142, -0.05263157894736842, -0.2]","[-29, 26, -18, -17, -15, 25, 4, 14, -19, -5, 2]","[-29, 26, -18, -17, -15, 25, 4, -19, -5]",460294380000,460294380000,311803914240,471341445120000,2.1725227233927995e-12,920588760000,32878170000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
719,"[9, -14]","[-14, 9]","[11, -12]","[18, -28]","[0.1111111111111111, -0.07142857142857142]","[9, 2, -14]",[9],-126,-126,-132,-504,-0.007936507936507936,-252,9,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
720,[-15],[-15],[-13],[-30],[-0.06666666666666667],"[-15, 2]",[],-15,-15,-13,-30,-0.06666666666666667,-30,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
721,"[-21, -18, 8, 24, -9, 18, -6, -6, -2]","[8, -2, 18, -9, -18, -21, 24, -6, -6]","[-19, -16, 10, 26, -7, 20, -4, -4, 0]","[-42, -36, 16, 48, -18, 36, -12, -12, -4]","[-0.047619047619047616, -0.05555555555555555, 0.125, 0.041666666666666664, -0.1111111111111111, 0.05555555555555555, -0.16666666666666666, -0.16666666666666666, -0.5]","[-21, -18, 8, 24, -9, 2, 18, -6, -6, -2]","[-21, -18, 8, 24, 18, -6, -6, -2]",846526464,846526464,0,433421549568,1.1812979777085854e-09,1693052928,-94058496,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
722,"[22, -20, -2, -6, 1, -15, -3, 22, 1, -13, -2, -13, 2, -18]","[2, 22, -20, -6, 1, 22, -13, -3, -18, -13, 1, -2, -2, -15]","[24, -18, 0, -4, 3, -13, -1, 24, 3, -11, 0, -11, 4, -16]","[44, -40, -4, -12, 2, -30, -6, 44, 2, -26, -4, -26, 4, -36]","[0.045454545454545456, -0.05, -0.5, -0.16666666666666666, 1.0, -0.06666666666666667, -0.3333333333333333, 0.045454545454545456, 1.0, -0.07692307692307693, -0.5, -0.07692307692307693, 0.5, -0.05555555555555555]","[22, -20, -2, -6, 1, 2, -15, -3, 22, 1, -13, -2, -13, 2, -18]","[22, -20, -2, -6, 1, -15, -3, 22, 1, -13, -2, -13, -18]",-63604569600,-63604569600,0,-1042097268326400,-1.572214081926592e-11,-127209139200,-31802284800,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
723,"[29, -17, 26, -3, -10, -12, 10]","[-10, -3, 29, -12, -17, 10, 26]","[31, -15, 28, -1, -8, -10, 12]","[58, -34, 52, -6, -20, -24, 20]","[0.034482758620689655, -0.058823529411764705, 0.038461538461538464, -0.3333333333333333, -0.1, -0.08333333333333333, 0.1]","[29, -17, 26, -3, -10, -12, 10, 2]","[29, 26, -3, -10, -12, 10]",46144800,46144800,12499200,5906534400,2.1670914165843176e-08,92289600,-2714400,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
724,"[-21, -19, -2, 7, 1]","[1, -19, 7, -21, -2]","[-19, -17, 0, 9, 3]","[-42, -38, -4, 14, 2]","[-0.047619047619047616, -0.05263157894736842, -0.5, 0.14285714285714285, 1.0]","[2, -21, -19, -2, 7, 1]","[-21, -19, -2, 1]",-5586,-5586,0,-178752,-0.0001790189760114572,-11172,-798,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
725,"[-4, 10, -14]","[-14, 10, -4]","[-2, 12, -12]","[-8, 20, -28]","[-0.25, 0.1, -0.07142857142857142]","[-4, 10, 2, -14]","[-4, -14]",560,560,288,4480,0.0017857142857142857,1120,56,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
726,"[-17, -12, -13, 18, -11, -4, -12]","[-11, -12, -13, -17, -4, 18, -12]","[-15, -10, -11, 20, -9, -2, -10]","[-34, -24, -26, 36, -22, -8, -24]","[-0.058823529411764705, -0.08333333333333333, -0.07692307692307693, 0.05555555555555555, -0.09090909090909091, -0.25, -0.08333333333333333]","[-17, -12, -13, 18, -11, -4, 2, -12]","[-17, -12, -13, 18, -4, -12]",25204608,25204608,5940000,3226189824,3.967528477332399e-08,50409216,-2291328,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
727,"[-16, 4, 26, -22, 4, -25, -19]","[-19, 4, -16, 26, 4, -22, -25]","[-14, 6, 28, -20, 6, -23, -17]","[-32, 8, 52, -44, 8, -50, -38]","[-0.0625, 0.25, 0.038461538461538464, -0.045454545454545456, 0.25, -0.04, -0.05263157894736842]","[-16, 4, 2, 26, -22, 4, -25, -19]","[-16, 4, 26, -22, 4, -25]",69555200,69555200,110355840,8903065600,1.4377070298122932e-08,139110400,-3660800,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
728,"[17, 17, 20, 2, 0, 7, 24, 24, -20, 16, -19]","[24, -20, 7, 16, 0, -19, 2, 17, 20, 17, 24]","[19, 19, 22, 4, 2, 9, 26, 26, -18, 18, -17]","[34, 34, 40, 4, 0, 14, 48, 48, -40, 32, -38]","[0.058823529411764705, 0.058823529411764705, 0.05, 0.5, 'ZeroDivisionError', 0.14285714285714285, 0.041666666666666664, 0.041666666666666664, -0.05, 0.0625, -0.05263157894736842]","[17, 17, 20, 2, 0, 7, 24, 24, -20, 2, 16, -19]","[17, 17, 2, 0, 7, 24, 24, -20, 16, -19]",0,0,2129134056192,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
729,"[-2, 13]","[13, -2]","[0, 15]","[-4, 26]","[-0.5, 0.07692307692307693]","[-2, 13, 2]",[13],-26,-26,0,-104,-0.038461538461538464,-52,13,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
730,"[3, 27, -6, 19, 7, 10, 27, -6, 11, -7, -12, 21]","[19, -12, -6, 27, 27, 10, -7, -6, 11, 3, 7, 21]","[5, 29, -4, 21, 9, 12, 29, -4, 13, -5, -10, 23]","[6, 54, -12, 38, 14, 20, 54, -12, 22, -14, -24, 42]","[0.3333333333333333, 0.037037037037037035, -0.16666666666666666, 0.05263157894736842, 0.14285714285714285, 0.1, 0.037037037037037035, -0.16666666666666666, 0.09090909090909091, -0.14285714285714285, -0.08333333333333333, 0.047619047619047616]","[3, 27, -6, 19, 7, 10, 27, -6, 11, 2, -7, -12, 21]","[3, 27, -6, 19, 7, 10, 27, -6, -7, -12, 21]",2031861918240,2031861918240,2281236048000,8322506417111040,4.921594282677439e-13,4063723836480,184714719840,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
731,"[-22, -33, -14, -15, -9, 3, 14]","[-14, -22, -33, -9, 14, -15, 3]","[-20, -31, -12, -13, -7, 5, 16]","[-44, -66, -28, -30, -18, 6, 28]","[-0.045454545454545456, -0.030303030303030304, -0.07142857142857142, -0.06666666666666667, -0.1111111111111111, 0.3333333333333333, 0.07142857142857142]","[-22, 2, -33, -14, -15, -9, 3, 14]","[-22, -33, -15, -9, 3, 14]",-57629880,-57629880,-54163200,-7376624640,-1.7352109704202053e-08,-115259760,4116420,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
732,"[13, 5, 14, 7, -8, -14, -15, -20, -16, -5, 3, -1]","[14, 3, -5, -1, -14, 5, -15, 13, -16, -8, -20, 7]","[15, 7, 16, 9, -6, -12, -13, -18, -14, -3, 5, 1]","[26, 10, 28, 14, -16, -28, -30, -40, -32, -10, 6, -2]","[0.07692307692307693, 0.2, 0.07142857142857142, 0.14285714285714285, -0.125, -0.07142857142857142, -0.06666666666666667, -0.05, -0.0625, -0.2, 0.3333333333333333, -1.0]","[2, 13, 5, 14, 7, -8, -14, -15, -20, -16, -5, 3, -1]","[13, 5, 14, 7, -8, -14, -15, -20, -16, -5, 3]",-51367680000,-51367680000,53495769600,-210402017280000,-1.9467493957289876e-11,-102735360000,51367680000,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
733,"[-1, 4, 1, 19, -16, -28, -11]","[-1, 19, 1, -28, 4, -16, -11]","[1, 6, 3, 21, -14, -26, -9]","[-2, 8, 2, 38, -32, -56, -22]","[-1.0, 0.25, 1.0, 0.05263157894736842, -0.0625, -0.03571428571428571, -0.09090909090909091]","[2, -1, 4, 1, 19, -16, -28, -11]","[-1, 4, 1, 19, -16, -28]",374528,374528,-1238328,47939584,2.6700273410799724e-06,749056,-34048,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
734,"[1, 18, -16, 12, -27]","[12, -16, 18, 1, -27]","[3, 20, -14, 14, -25]","[2, 36, -32, 24, -54]","[1.0, 0.05555555555555555, -0.0625, 0.08333333333333333, -0.037037037037037035]","[1, 18, 2, -16, 12, -27]","[1, 18, -16, -27]",93312,93312,294000,2985984,1.071673525377229e-05,186624,7776,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
735,"[-28, -23, 8]","[-23, 8, -28]","[-26, -21, 10]","[-56, -46, 16]","[-0.03571428571428571, -0.043478260869565216, 0.125]","[-28, -23, 2, 8]","[-28, -23]",5152,5152,5460,41216,0.00019409937888198756,10304,644,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
736,"[-22, -15, -29, -19, 30, -10, 21, 17]","[-29, -10, -15, 17, 21, 30, -19, -22]","[-20, -13, -27, -17, 32, -8, 23, 19]","[-44, -30, -58, -38, 60, -20, 42, 34]","[-0.045454545454545456, -0.06666666666666667, -0.034482758620689655, -0.05263157894736842, 0.03333333333333333, -0.1, 0.047619047619047616, 0.058823529411764705]","[-22, -15, -29, -19, 2, 30, -10, 21, 17]","[-22, -15, -29, -19, 30, 21, 17]",-19473993000,-19473993000,-13350804480,-4985342208000,-5.1350537098375255e-11,-38947986000,1947399300,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
737,"[-2, -17, -6, -20, 16, 1, 5, 17, 9, 11, -9, 24, -25, -23]","[-17, 1, -9, -6, 11, 17, 5, 16, 9, -2, -25, 24, -23, -20]","[0, -15, -4, -18, 18, 3, 7, 19, 11, 13, -7, 26, -23, -21]","[-4, -34, -12, -40, 32, 2, 10, 34, 18, 22, -18, 48, -50, -46]","[-0.5, -0.058823529411764705, -0.16666666666666666, -0.05, 0.0625, 1.0, 0.2, 0.058823529411764705, 0.1111111111111111, 0.09090909090909091, -0.1111111111111111, 0.041666666666666664, -0.04, -0.043478260869565216]","[-2, -17, -6, -20, 16, 1, 2, 5, 17, 9, 11, -9, 24, -25, -23]","[-2, -17, -6, -20, 16, 5, 17, 9, 11, -9, 24, -25, -23]",-68226935040000,-68226935040000,0,-1117830103695360000,-1.4656967946951172e-14,-136453870080000,-68226935040000,No-violate,Violate,Violate,Violate,No-violate,0,1,1,1,0
738,"[9, 11, 1, 16, 7, -16, -11]","[16, -16, 11, 7, -11, 9, 1]","[11, 13, 3, 18, 9, -14, -9]","[18, 22, 2, 32, 14, -32, -22]","[0.1111111111111111, 0.09090909090909091, 1.0, 0.0625, 0.14285714285714285, -0.0625, -0.09090909090909091]","[9, 2, 11, 1, 16, 7, -16, -11]","[9, 11, 1, 16, -16, -11]",1951488,1951488,8756748,249790464,5.124294897022169e-07,3902976,278784,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
739,"[-1, -14, -10, -22, 6, -7]","[-22, -7, 6, -1, -14, -10]","[1, -12, -8, -20, 8, -5]","[-2, -28, -20, -44, 12, -14]","[-1.0, -0.07142857142857142, -0.1, -0.045454545454545456, 0.16666666666666666, -0.14285714285714285]","[-1, -14, -10, -22, 6, -7, 2]","[-1, -10, -22, 6, -7]",-129360,-129360,76800,-8279040,-7.730364873222016e-06,-258720,9240,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
740,"[12, 1, 13, -20, 19, -6]","[13, 19, 12, -20, -6, 1]","[14, 3, 15, -18, 21, -4]","[24, 2, 26, -40, 38, -12]","[0.08333333333333333, 1.0, 0.07692307692307693, -0.05, 0.05263157894736842, -0.16666666666666666]","[12, 1, 2, 13, -20, 19, -6]","[12, 1, -20, 19, -6]",355680,355680,952560,22763520,2.811515969410706e-06,711360,27360,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
741,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
742,"[18, -21, -15, 7, -29, 7, -27, -15, -5, -20, -7, 12]","[-15, 18, -15, 7, -27, -20, 7, -7, -29, -5, -21, 12]","[20, -19, -13, 9, -27, 9, -25, -13, -3, -18, -5, 14]","[36, -42, -30, 14, -58, 14, -54, -30, -10, -40, -14, 24]","[0.05555555555555555, -0.047619047619047616, -0.06666666666666667, 0.14285714285714285, -0.034482758620689655, 0.14285714285714285, -0.037037037037037035, -0.06666666666666667, -0.2, -0.05, -0.14285714285714285, 0.08333333333333333]","[18, -21, -15, 7, -29, 7, -27, -15, -5, 2, -20, -7, 12]","[18, -21, -15, 7, -29, 7, -27, -5, -20, -7, 12]",27410152140000,27410152140000,13272443730000,112271983165440000,3.6482832889522214e-14,54820304280000,-1827343476000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
743,"[12, -14, 26, 24]","[12, 26, -14, 24]","[14, -12, 28, 26]","[24, -28, 52, 48]","[0.08333333333333333, -0.07142857142857142, 0.038461538461538464, 0.041666666666666664]","[2, 12, -14, 26, 24]","[12, 26, 24]",-104832,-104832,-122304,-1677312,-9.539072039072039e-06,-209664,7488,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
744,"[16, 7, -12, 1, -4, 8, 17, 14, -11, -8, -14]","[17, -8, -4, 14, 16, -11, 1, -14, -12, 7, 8]","[18, 9, -10, 3, -2, 10, 19, 16, -9, -6, -12]","[32, 14, -24, 2, -8, 16, 34, 28, -22, -16, -28]","[0.0625, 0.14285714285714285, -0.08333333333333333, 1.0, -0.25, 0.125, 0.058823529411764705, 0.07142857142857142, -0.09090909090909091, -0.125, -0.07142857142857142]","[16, 7, 2, -12, 1, -4, 8, 17, 14, -11, -8, -14]","[16, 7, -12, 1, -4, 8, 17, 14, -11, -14]",-12610633728,-12610633728,-19147622400,-25826577874944,-7.929815595069194e-11,-25221267456,1576329216,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
745,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
746,"[5, 10, 5, -10, -20, 4, -14, 23]","[23, 5, -14, 4, -10, 10, 5, -20]","[7, 12, 7, -8, -18, 6, -12, 25]","[10, 20, 10, -20, -40, 8, -28, 46]","[0.2, 0.1, 0.2, -0.1, -0.05, 0.25, -0.07142857142857142, 0.043478260869565216]","[5, 10, 5, -10, -20, 2, 4, -14, 23]","[5, 10, -10, -20, 4, -14, 23]",-64400000,-64400000,-152409600,-16486400000,-1.552795031055901e-08,-128800000,-12880000,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
747,"[13, 16, -11]","[-11, 16, 13]","[15, 18, -9]","[26, 32, -22]","[0.07692307692307693, 0.0625, -0.09090909090909091]","[13, 16, 2, -11]","[16, -11]",-2288,-2288,-2430,-18304,-0.0004370629370629371,-4576,-176,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
748,"[-18, 19, 16, -2, 21, 19, -1, -9, 22, 10, 8]","[16, -1, -2, -18, 10, 22, 19, -9, 19, 21, 8]","[-16, 21, 18, 0, 23, 21, 1, -7, 24, 12, 10]","[-36, 38, 32, -4, 42, 38, -2, -18, 44, 20, 16]","[-0.05555555555555555, 0.05263157894736842, 0.0625, -0.5, 0.047619047619047616, 0.05263157894736842, -1.0, -0.1111111111111111, 0.045454545454545456, 0.1, 0.125]","[-18, 19, 16, -2, 21, 19, 2, -1, -9, 22, 10, 8]","[-18, 19, 16, -2, 21, 19, -9, 22, 10, 8]",69167831040,69167831040,0,141655717969920,1.445758794173691e-11,138335662080,-69167831040,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
749,"[14, -5, -15, 2, -13, -19, 15, -5, -1, -5, 1, 19, -26, 19]","[14, 1, -13, -5, -26, 2, -5, -15, -19, 19, 19, 15, -1, -5]","[16, -3, -13, 4, -11, -17, 17, -3, 1, -3, 3, 21, -24, 21]","[28, -10, -30, 4, -26, -38, 30, -10, -2, -10, 2, 38, -52, 38]","[0.07142857142857142, -0.2, -0.06666666666666667, 0.5, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.2, -1.0, -0.2, 1.0, 0.05263157894736842, -0.038461538461538464, 0.05263157894736842]","[14, -5, -15, 2, -13, -19, 15, -5, -1, 2, -5, 1, 19, -26, 19]","[14, -5, -15, 2, -13, -19, 15, -5, -1, 1, 19, -26, 19]",1825694325000,1825694325000,-2267507354112,29912175820800000,5.477368178816023e-13,3651388650000,-365138865000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
