,id,td_a,td_b,td_type_a,td_type_b,size_td_a,size_td_b
1563,k3waQkNRjtzNX2U46wyLHF,"[-8, 4, -6, -4, -6, -16, 6, -3]","[-13, -5, 6, -11, 2, 7, -1, 0]",<class 'list'>,<class 'list'>,8,8
1564,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1565,oK6hmXAGJ6Lpd4wQL9YbqW,"[-4, -9, -2, -2]","[-3, -5, -5, 3]",<class 'list'>,<class 'list'>,4,4
1566,d7s4LbiyFA75gn2gDpHMHr,"[-3, -14]","[-8, 5]",<class 'list'>,<class 'list'>,2,2
1567,Eq7eR9es8gNAmGNDaKgrAU,"[-11, 10, -16, -10, -8, 8, -14, 8, 7, 1, 8]","[1, -4, -13, 4, -13, -1, -12, 7, 1, 8, -4]",<class 'list'>,<class 'list'>,11,11
1568,MKLd3eRv9dD3zyZGcpGUPf,"[2, -15, -2, -16, -8]","[-16, 7, -5, -4, 0]",<class 'list'>,<class 'list'>,5,5
1569,YFsvbxebCsU6MNRuiECe2f,[-3],[-6],<class 'list'>,<class 'list'>,1,1
1570,kLenDNASsVCcnz4qG23oyr,"[1, -1, 0]","[-11, -4, -4]",<class 'list'>,<class 'list'>,3,3
1571,k7hgQxka6Kp2ZCsdHajGjt,"[-2, -2, -4, 0, -8, -1, -3, 7, 4, -2]","[-4, -8, -10, 6, -3, 1, 6, -6, 0, -10]",<class 'list'>,<class 'list'>,10,10
1572,GWg4TUaQxQDSMkreKNNkJ9,"[-7, -5, -8, -18, -14, -5, -11, 5, -10, -2, -12, -4, -8, -11]","[-13, -9, 6, -5, 3, -13, 1, 4, -16, 7, -9, -8, -2, -7]",<class 'list'>,<class 'list'>,14,14
1573,HxBvBNoQpCSkhooLn2QafG,"[11, 0, 15, -5, 3, -2, -3, 14]","[-4, -6, 6, -3, 15, 1, 7, 3]",<class 'list'>,<class 'list'>,8,8
1574,hnEKjovLT2k2zeFzvAkrHq,"[-7, 8, 7, 8, -5, 1, 0, 5, 3, 6, 10, 7, 5, 8]","[9, -2, -4, 5, 4, 3, 6, 7, 2, -3, -8, -2, 4, -7]",<class 'list'>,<class 'list'>,14,14
1575,LaDTjZBe6mxXAQAi8ak8H5,"[-9, -5, -2, -3, 4, 10, 5, 7, -7, -7, 11, 0, 3]","[10, 9, 10, 8, -5, 1, -4, -9, 11, 0, 7, 7, 8]",<class 'list'>,<class 'list'>,13,13
1576,Hk8QyXHs8s8D7Tvesb8and,"[1, -2]","[4, -4]",<class 'list'>,<class 'list'>,2,2
1577,SWFizB4JyL9mCxXmu9Uy2e,"[3, 0, 5, 1, 0, -2]","[0, 1, -3, -1, -5, -3]",<class 'list'>,<class 'list'>,6,6
1578,X3XAXPSQ9KEufiotKETMUT,"[-17, -17, -7, -15, -2, -6]","[-2, -16, 2, -17, -2, 2]",<class 'list'>,<class 'list'>,6,6
1579,9yCtRfJoL7YuVFbbMXbHbx,"[-1, 1, 4, 0, 4]","[-2, 1, -9, -8, -9]",<class 'list'>,<class 'list'>,5,5
1580,Vj5G2CDYZUwVBk8F64SXMe,"[-4, 4, -11, 7, 2, 5]","[8, -4, 3, 14, -15, -3]",<class 'list'>,<class 'list'>,6,6
1581,RQATYPaJxsFc4ah82z5azx,"[1, -5, -6, 0, -5, 1, 0, -3]","[4, 4, 4, 2, 3, -6, -1, 0]",<class 'list'>,<class 'list'>,8,8
1582,3yCMuM6SSwaeg2ATVTueKk,"[5, -10, -5, -11, 6, 5, -10, 7, 6, 2, -2, 3, -11, -1]","[5, -9, -10, -3, 5, -9, -11, 0, -12, -5, -1, -11, -10, 0]",<class 'list'>,<class 'list'>,14,14
1583,apH4btg2ys7NJe8pgaBCFu,"[4, -2, 6, 5, 4, 2, -7, -2]","[-4, -5, -11, -9, -3, -12, -5, 0]",<class 'list'>,<class 'list'>,8,8
1584,dVQ5Fw4K2V2LBPrffytwTe,"[-6, 4, -1, 2, -2, 4, 5]","[-3, 9, 3, -6, 2, -3, 10]",<class 'list'>,<class 'list'>,7,7
1585,7cRcKMkKjrfFpXCyfnwHYn,"[-7, 8, 1, 7, 1, 10, 7, -7, 4, -7, -7, 3]","[-3, -2, -5, -7, 7, -3, 7, -5, -9, 1, -3, -5]",<class 'list'>,<class 'list'>,12,12
1586,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1587,5MMiVQoQMPs93Ltk55x8Vy,"[-6, 14, 18, -2, 0, -4, -7, 13, 3]","[17, -9, 1, 14, 2, 8, 10, -8, 1]",<class 'list'>,<class 'list'>,9,9
1588,UJvSLNkK8pXUVBU3MbFHgv,"[2, -5, 7, -6, -1]","[-2, -7, 4, -4, 4]",<class 'list'>,<class 'list'>,5,5
1589,oWRRy2HC6d7J2SYsBusppU,"[4, 3, 0, 9, 6, -3]","[-4, 3, -3, 10, -3, -2]",<class 'list'>,<class 'list'>,6,6
1590,auZW53nVYtpK7AAhY7Sx8x,"[-4, 10, 12]","[14, 1, -3]",<class 'list'>,<class 'list'>,3,3
1591,L4Sa7Cb2NeMhhDdhKihBDH,"[-3, 6, -3, 1, 4]","[-9, -2, -8, 5, 0]",<class 'list'>,<class 'list'>,5,5
1592,PDF9EjcEwfkbvXXA42kU3i,"[2, -18, 0, 3]","[-1, -1, -3, -10]",<class 'list'>,<class 'list'>,4,4
1593,QfSK5pWGppzcPuedtRWrEZ,"[-3, -12, 5, -3, -11, -11, -15, 1, -14, -11, -14, 1]","[-3, 0, 1, 4, 3, -15, 4, -9, -15, 2, 2, 0]",<class 'list'>,<class 'list'>,12,12
1594,ZND2fijJoSmeG573K4ihPD,"[-8, -3, 1, -9, -2, 2, -19, -1, 0, -9]","[-18, 4, 4, 0, -8, -3, -4, -3, 2, 2]",<class 'list'>,<class 'list'>,10,10
1595,LtpFSi7dQuDxbS8R8zSPKg,"[-12, -7, -2, -6, -12, 3, -2, -10, -6, -2, -10, -4, -5]","[-6, -1, 3, -13, 4, -5, -3, -7, -9, -4, -13, -4, 2]",<class 'list'>,<class 'list'>,13,13
1596,DigrNJM4jfhnJNQJpehvnu,"[3, 5, 7, 11, -2]","[5, 18, 0, 11, -2]",<class 'list'>,<class 'list'>,5,5
1597,kb5zuwrmpCNXsif9TjyFTq,"[-10, 7, -3, -7, -6, 9, -5, 7]","[-9, 6, 6, -1, 0, -5, -2, 8]",<class 'list'>,<class 'list'>,8,8
1598,UdRwrhdQgVsW6E5UDz5zQY,"[3, -12, -4, 11, -9, -12, -4]","[-5, 10, 1, 11, -14, 3, -8]",<class 'list'>,<class 'list'>,7,7
1599,fE4NbhFRrMK4VViXLfgtns,"[17, -12, -10, 12, -3, -1]","[2, -5, -14, -9, 15, 0]",<class 'list'>,<class 'list'>,6,6
1600,dvtMC7ScdicsmXcZexWPNX,"[-2, -17, -16, -16, 5, -16, 1, 4, -15, -11, 1, -1, -7]","[-11, -4, -5, -15, -10, 3, 4, 5, -19, -6, -15, -5, -18]",<class 'list'>,<class 'list'>,13,13
1601,PejaHmrYgvxq66mmL5ncVh,[12],[12],<class 'list'>,<class 'list'>,1,1
1602,mVcMzKxYRdCJg2HDdL3kmH,"[-5, 13, -1, -6]","[-16, 4, -16, -8]",<class 'list'>,<class 'list'>,4,4
1603,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1604,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1605,XD9FsRBN5eShXxcmjYWkCL,"[5, 1, -5, 4, 6, -5, -3, 4, 2, -5, -3]","[3, 1, -5, 6, 4, 2, -4, 6, -4, 3, -6]",<class 'list'>,<class 'list'>,11,11
1606,Tas4i5hCjhyAfisuG2nink,"[-1, -1, -15, 7, -12, 3, 1, -16, -12, 5, -1]","[-10, -8, -12, 7, 3, 2, -17, -2, -3, -6, 7]",<class 'list'>,<class 'list'>,11,11
1607,aaDnvVxQ8Vcuz5aCoTacyn,"[3, -13, 0, -12]","[4, -3, -1, 0]",<class 'list'>,<class 'list'>,4,4
1608,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1609,jyxYwXtEk6zhVNEZrosau8,"[-3, 2]","[-3, 0]",<class 'list'>,<class 'list'>,2,2
1610,JXyRt7UPJj7Ndo9yaPjqNn,"[-2, 11, 10, 15, 10, 15]","[1, 13, 3, 11, 0, 9]",<class 'list'>,<class 'list'>,6,6
1611,KgiAR6wtKkPTQMHkpLr7fy,"[-3, -7]","[-4, 9]",<class 'list'>,<class 'list'>,2,2
1612,HtdF3kf7xqmpFks2meDqmK,"[-4, -2, 4, 1]","[0, 2, -8, -6]",<class 'list'>,<class 'list'>,4,4
1613,JDooERTxYVboBg3Ux6rS2s,"[2, -2, 0, 7, 8, 7, 3, 8, -3]","[5, 2, 6, 9, 3, 7, 7, 2, -3]",<class 'list'>,<class 'list'>,9,9
1614,hJXmkNaLGHhVLo3gRv7S6c,"[-12, -4, -3, 10, -4, 6, -13, 10, -16, 2, -2]","[-14, 5, -16, 3, 2, -12, -16, -12, 11, 11, 1]",<class 'list'>,<class 'list'>,11,11
1615,Jf4jKYZWUcdY9wBjEDcqLu,"[-5, 2, 7, 15, 0, 4, 6, 2, 15, 14, 2]","[5, 12, -5, 4, 14, 8, 3, 13, 9, 13, -1]",<class 'list'>,<class 'list'>,11,11
1616,mNCAdJLqDsiceqLM2WRMrk,"[7, 0, 8, -7, -9, -7, 4]","[-1, 6, 9, -4, -10, 2, 9]",<class 'list'>,<class 'list'>,7,7
1617,JD92QWkyq45kggxuBnoC4G,"[-8, -1, 10, -3, -7, -12, -1, 11, 6, 6]","[-9, -11, -5, -11, 4, 11, 3, -3, 5, -5]",<class 'list'>,<class 'list'>,10,10
1618,fVUdXRQUJb8h2ZshqkwZzk,"[-8, -4, -15, -3, 1, -9, 6, 3, 1, -15]","[-5, 5, -7, -4, -13, -10, 7, -2, -9, -2]",<class 'list'>,<class 'list'>,10,10
1619,2KkYDgT2ro5DsVs2gj55qL,"[6, -5, 6, -2]","[4, -5, -4, 1]",<class 'list'>,<class 'list'>,4,4
1620,Bgz25wcEAeUuCVahPoW9Gm,"[-4, -3, 8, 5, -6]","[3, 0, 7, -11, 0]",<class 'list'>,<class 'list'>,5,5
1621,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1622,H2zjk8emxdus5tBef46373,"[-1, -16, 3, -13, -5, -6, -19, 8, -16, 4, 7, -10, -18, -5]","[4, 6, 3, -12, -12, -5, -13, -9, -3, -4, -10, -8, -1, -12]",<class 'list'>,<class 'list'>,14,14
1623,XTksEmBv8TSjfuarAA5Cai,"[8, 1, -5, 3, 9]","[6, 9, 10, -1, 3]",<class 'list'>,<class 'list'>,5,5
1624,cfe595vAJ6proXW2HksWDB,"[11, 8, 2, -5, 1, 1, 6, -1]","[6, 12, 5, 8, 12, 5, -5, -6]",<class 'list'>,<class 'list'>,8,8
1625,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1626,NssZTdFBvHJuDt2q5WGuyF,"[-5, 5, 3, -5, 15, 5, 1, -6, 8]","[14, 1, 4, 14, 8, -9, 7, 12, 13]",<class 'list'>,<class 'list'>,9,9
1627,2fKq9UAiGvWXrcNzUUjL4Z,"[-4, -8, -9]","[-1, 6, -16]",<class 'list'>,<class 'list'>,3,3
1628,7wbCxz4PGA9CAKMif4deMP,[4],[-11],<class 'list'>,<class 'list'>,1,1
1629,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1630,7iWtKZV9YrLo4mRUu83NRa,"[-2, 5, 3, -8, -9]","[-4, -9, 5, 0, -11]",<class 'list'>,<class 'list'>,5,5
1631,fbJv7BoeenexeyRYUgwfp4,"[2, -3, 0, 3, -6, -9, 8, -5]","[0, 4, -6, 4, 5, 7, 2, 8]",<class 'list'>,<class 'list'>,8,8
1632,LT38Naa6bRg64J8LajJu8Q,"[3, -2, -5, 9, -4, 6]","[6, 12, 4, -4, -2, 8]",<class 'list'>,<class 'list'>,6,6
1633,iuvypJLvtV9edxbcsv4iFU,"[-1, 2, -3, -1, 1, -1]","[-9, 1, -10, -7, -2, -14]",<class 'list'>,<class 'list'>,6,6
1634,9EKFBLZHuPiydjMKyUQHV8,"[-4, 11, -17, -2, -12, 14, 3, -13, 7, -5, -9, -5, -4]","[-14, 11, 9, 1, 8, 2, 5, -6, -4, 0, -12, -7, 2]",<class 'list'>,<class 'list'>,13,13
1635,4obYutbzfwsKP467ZrqRUM,"[2, -10]","[2, -6]",<class 'list'>,<class 'list'>,2,2
1636,jgwq7JQmjrSJ9JsdiBuyJy,"[7, 12, -7, 11, 13, 4, 3, 8, -5, 4, 5, -6, -13]","[-9, 4, 3, 9, -8, -4, 15, 11, 11, -8, -7, -15, -14]",<class 'list'>,<class 'list'>,13,13
1637,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1638,TbsNdfPbMqaRVBFumRrG7k,"[3, 12, 14]","[5, 12, 13]",<class 'list'>,<class 'list'>,3,3
1639,N4biAUPTHyccRBrd6z6Pp9,"[-6, 8, 6, -6]","[-5, 11, -16, -8]",<class 'list'>,<class 'list'>,4,4
1640,VWFhJTJxS59eoJs2NjjfCm,"[5, -6, 12, -1, 12, -10, 10]","[4, 3, 15, -10, -8, 12, 1]",<class 'list'>,<class 'list'>,7,7
1641,ZsEmSg7QaB2VGXf9xKPtHV,"[5, -11, -5, -13, -4, 1, 2, -6, -9, 6, -10]","[-11, -10, -15, 10, -7, -4, -10, -15, 4, -18, -12]",<class 'list'>,<class 'list'>,11,11
1642,c8XtiP9XxniZJztHpTmRCU,"[8, -4, -5, -6, -2, -5, -4, 3, -2, 8, 6, -6]","[-2, 0, -1, -4, 4, -1, 4, 8, 0, -6, 8, 7]",<class 'list'>,<class 'list'>,12,12
1643,3DQmBvrafjmnZZUdyAtVwr,"[-3, 10, 12, -9, 4, 15, -5, -13]","[-9, -13, 13, 8, -4, -3, 14, 11]",<class 'list'>,<class 'list'>,8,8
1644,FnUc45LKrTuDuk8AVDqG3a,"[-2, -1, 5, -6, 9]","[9, 1, -6, -1, -3]",<class 'list'>,<class 'list'>,5,5
1645,MC5zGKJNb5UdHY5voxegcW,"[0, 9, -5, 14, 13, 11, -12]","[-10, 8, 0, 14, 3, 14, -12]",<class 'list'>,<class 'list'>,7,7
1646,nVe24hp4aQmpX4pqZa47ng,[-9],[-1],<class 'list'>,<class 'list'>,1,1
1647,GJdxZfPqoxUw673vygy95w,"[0, -9, 8, 3, -4, 8, -10]","[-7, 5, -6, -2, -9, -5, -1]",<class 'list'>,<class 'list'>,7,7
1648,bvkwzSeQYBDb2d2Q9PQ9Jt,"[8, -2, 4, 9, 6]","[11, -11, -1, 5, 11]",<class 'list'>,<class 'list'>,5,5
1649,T47BYiHZ3NkB47zqatGcxX,"[5, 6, -5, 9, 1, 2, 3, 1, 15, 4]","[-1, -1, 5, 16, 15, 8, -2, -3, -1, 5]",<class 'list'>,<class 'list'>,10,10
1650,GbrQ4C9QSb2uxdoYbjkvaf,"[-10, -2, -10, -2, -3, -5]","[-2, 0, -10, 5, -1, -6]",<class 'list'>,<class 'list'>,6,6
1651,A6gHfPHJgK6NmW6SMR7D2H,"[7, -10, 1, 0, 12, 12, -5, -11, 1, -7, -11, -6, 3, -16]","[13, -4, 9, -12, 18, 12, 1, -6, -16, 13, -11, 3, 1, -11]",<class 'list'>,<class 'list'>,14,14
1652,FPr8puHxEiNWrgjP4tPSHs,"[1, 6, -1, -7, -7, -10, 0, 1, 4, -2, -8]","[2, -2, -7, 2, 3, -8, -6, 2, -2, 6, -6]",<class 'list'>,<class 'list'>,11,11
1653,Crs3ywc9uCYxacseTbEPr3,"[7, 11]","[8, -5]",<class 'list'>,<class 'list'>,2,2
1654,RYauba5Tm6oBTc2gLLUdTV,"[2, -12]","[-3, 3]",<class 'list'>,<class 'list'>,2,2
1655,4tt3zJxNgfyZKLQRJtez7E,"[-1, -10, -11, -14, -13, -5, -6, -11, 4]","[-6, 4, -1, -1, -13, -2, -8, 3, -15]",<class 'list'>,<class 'list'>,9,9
1656,R7mdVQ75PxrZAFRVjHeAq8,"[-7, -10, 7, 0, -3, -10]","[-3, -2, 3, -10, 4, -7]",<class 'list'>,<class 'list'>,6,6
1657,aifnSNX8jSTz5tDbkocLWk,"[4, 12, -14, 14, -14, 1, -4, -11, 11]","[-9, -2, -9, -10, -4, 3, -9, -6, 14]",<class 'list'>,<class 'list'>,9,9
1658,7h7vwFEtUqSP8fqTMd5ZH3,"[-11, -12]","[0, -17]",<class 'list'>,<class 'list'>,2,2
1659,84F7NGEUBEpNnyWofKdHcV,"[-16, 7, 1, -3, -15, -17, 7, -17]","[-13, 5, -13, -11, -8, -14, -12, -17]",<class 'list'>,<class 'list'>,8,8
1660,3VZpJbCVUFF83a8rshLmNq,"[-14, 1, 2, -7, -14, 0, -1]","[1, -12, -1, -2, -9, -1, 3]",<class 'list'>,<class 'list'>,7,7
1661,MmbpFnqC2okNm4QT427NhW,"[-1, 5]","[5, 9]",<class 'list'>,<class 'list'>,2,2
1662,QB9FyACmSS5ZtS88k6fqns,"[4, -5, 2, -2, -4, 4, 2, -3]","[2, 0, 3, -6, -3, 2, -5, 3]",<class 'list'>,<class 'list'>,8,8
1663,gQCgfLLMwgSBN7r7dir9e3,"[9, -7, 1, -6, -6, 5]","[-7, -3, -10, 7, 14, -9]",<class 'list'>,<class 'list'>,6,6
1664,Nm86Ldy6ypLnLox2NhCWmf,[5],[17],<class 'list'>,<class 'list'>,1,1
1665,inyvyiAXCfkEAE69XsxxP4,"[-1, 0]","[-6, 0]",<class 'list'>,<class 'list'>,2,2
1666,24wXBDNybpB9ghWr2SaX8K,[2],[-3],<class 'list'>,<class 'list'>,1,1
1667,YZXqWAkMino8boQbPcBrgt,"[-7, 6, 0, 2, 6]","[-14, 0, -4, -6, -7]",<class 'list'>,<class 'list'>,5,5
1668,Gt5BNR4enEq735SjyS59iB,"[11, -1, 3]","[-5, -8, 13]",<class 'list'>,<class 'list'>,3,3
1669,8qbUgg5aDorjnfMdHRkCEY,"[4, -13, 8, 8, -2, -7]","[8, 8, 1, -11, 8, -8]",<class 'list'>,<class 'list'>,6,6
1670,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1671,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1672,A2Rv6mTdbf4RpWGtjM6hXF,"[-4, -7, 3]","[11, -4, 8]",<class 'list'>,<class 'list'>,3,3
1673,5Dps7Ro7dCER7vVMkocWaX,"[-2, 2, 15, 3, 3, 3, 5, 2, -3, -5, 11, -2, 7]","[-8, 5, -1, 15, 6, 7, 0, 10, -3, -10, 2, -9, 10]",<class 'list'>,<class 'list'>,13,13
1674,5j6X5QyD66DkcSgy9FAVmo,"[10, 5, -1, 11, 4, -1, 2, 5, 1, 9, 2, -9, -3, -1]","[0, 8, -4, -1, -1, -1, -8, -9, 2, -6, 7, -1, 0, -1]",<class 'list'>,<class 'list'>,14,14
1675,Tbu9mueDGZZRJZrNkxVSUH,"[0, -12, -8, -8, -11, 3]","[-5, -10, -7, -10, -8, -2]",<class 'list'>,<class 'list'>,6,6
1676,HaqtTYV2Y4Z5irVoSXgi2t,"[-4, 1, 0, 3, -2, -4, -2, 0, -6, -4, -4, -4]","[-5, -1, 2, -3, 0, -3, 1, -1, -5, -4, -5, -6]",<class 'list'>,<class 'list'>,12,12
1677,o3TKiPxmoYPa4VFwJECzo5,"[-3, -3, 4, -14, -14, -11, 9, -4, -5]","[1, -3, -7, -1, 0, -6, 1, 3, -8]",<class 'list'>,<class 'list'>,9,9
1678,aeMok9EVNHGmaYuaUhB9ro,"[-4, 4, 8]","[-2, 9, 1]",<class 'list'>,<class 'list'>,3,3
1679,PQdGzTiU7XUhAivigQT7fL,"[-15, -18, -7, -2]","[-17, 13, -3, 8]",<class 'list'>,<class 'list'>,4,4
1680,a2ccWwdzAKNmtk3RFj5ceN,"[-2, 0]","[-11, 13]",<class 'list'>,<class 'list'>,2,2
1681,2AGLsF97BMctPcF2b9LQP7,"[-1, 14, 0, -8, -15, -11, 7, -4, -2, 0]","[-4, 0, -14, -16, 11, -15, -12, 14, 2, -12]",<class 'list'>,<class 'list'>,10,10
1682,3MK7AzXFXBwVN5JxCJi5K8,"[-2, -1, 0, -6]","[5, -3, -2, 5]",<class 'list'>,<class 'list'>,4,4
1683,Mw8y8MMFRyevUKFC7JK3ib,"[4, -5, -4, -3, -2, 3, -6, -5, -4, -4]","[-3, -4, 1, -1, -4, -3, 4, 3, -5, 1]",<class 'list'>,<class 'list'>,10,10
1684,KayiEgJ9yir9ZmhdpCnoxF,"[5, 6, 7, -2, 4]","[-5, -8, -5, -4, 8]",<class 'list'>,<class 'list'>,5,5
1685,KQKbRXgzpuE2BVopX54WRc,"[-2, 1]","[-4, 10]",<class 'list'>,<class 'list'>,2,2
1686,BDPFwhxiUBbC9M7ey8Luqo,"[3, 4, 2, 1]","[12, 8, 10, -4]",<class 'list'>,<class 'list'>,4,4
1687,RDMYehaEXxaP2w6bvagwNV,"[8, -13, 5, 3, -13, -5, -3, 7, 0, -4]","[-15, 0, -9, -10, 0, -8, -2, -1, -11, -12]",<class 'list'>,<class 'list'>,10,10
1688,XosebhQu5vrjqENxweJt2j,"[-16, -7, -12, 8, -15, 1, -12]","[6, -1, -5, -13, -8, -1, 3]",<class 'list'>,<class 'list'>,7,7
1689,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1690,R9WjKcrHJq8ujwQTKE6WKp,"[7, -1, -11, -4, 14, -2, 1, 3, 4, 3]","[-6, -2, 5, 0, 6, 10, 14, -2, 9, 9]",<class 'list'>,<class 'list'>,10,10
1691,98RcH7oVTEdVtoTKCiqtFx,"[-8, 0, -15, -9, 2, 6]","[-11, 3, 2, 4, -12, -8]",<class 'list'>,<class 'list'>,6,6
1692,CVAKwXJvDrQeMRcjFhRkeQ,"[-8, -18, 0, -15, 5, 3, 7, 17, 4, 6]","[16, -17, 11, 3, -13, -8, 13, 1, 10, -12]",<class 'list'>,<class 'list'>,10,10
1693,kAiGSRRFaodWY7hJc8cKJG,[6],[-14],<class 'list'>,<class 'list'>,1,1
1694,gR7Sd2Fok5FX2DjLCVRLec,"[-7, -2, 3, 3, 0]","[-11, -11, -2, -8, -6]",<class 'list'>,<class 'list'>,5,5
1695,gcMdYKwVsZyEDfK9Yzdf4p,"[-6, -5, -3, -5, -10, -3, 3]","[4, -2, -1, -5, -6, -9, -5]",<class 'list'>,<class 'list'>,7,7
1696,ZD8gXefdgyd2x7T79AvVta,"[-1, -8, -9, -6, 6, -13]","[-13, -11, 6, -7, -3, -17]",<class 'list'>,<class 'list'>,6,6
1697,95TzZkcLocpDbKw6F598y4,[-14],[0],<class 'list'>,<class 'list'>,1,1
1698,8Fd92rJAwgm6DcMjD87ipx,"[4, -3, 8, -2, -10, 7, -6, -2, -6, 12, -3, -5, 12, 2]","[-3, 10, 8, 3, -5, 10, 11, 9, 12, -4, 10, 4, 7, 0]",<class 'list'>,<class 'list'>,14,14
1699,MES7dZpRSQ7rP59LdB7d52,"[6, -7, -12]","[-11, 3, -5]",<class 'list'>,<class 'list'>,3,3
1700,47Lq6iBcJx3Vn57FCA5FRk,"[3, -9, -4, 0, -4, 7, -18, -8]","[-7, 8, 8, -18, -10, 2, -12, -14]",<class 'list'>,<class 'list'>,8,8
1701,iFWASH6i7pbxyV7MSegx6c,"[4, 5, 4, 12, 0, -2]","[4, 11, 12, 4, 0, 5]",<class 'list'>,<class 'list'>,6,6
1702,hdeTvfWaqLvasf3NdaYyEb,"[-16, -1, 16, 1, -18, -5, -5, -4]","[6, 0, 1, 16, 8, -15, -15, -14]",<class 'list'>,<class 'list'>,8,8
1703,3TXRqZ79V8nDzyniunAHbn,"[14, -6]","[-2, -14]",<class 'list'>,<class 'list'>,2,2
1704,FWfEMLtxFpQGgWJKBwHpT7,"[-3, 6, -10, 11, 13, 8]","[3, 5, -9, 2, 8, -1]",<class 'list'>,<class 'list'>,6,6
1705,6mzsDSWjvSWh6TtGgiiXds,"[-16, -19, -14, 6, -11, -6, -17]","[-4, -3, -4, -19, -2, 0, 6]",<class 'list'>,<class 'list'>,7,7
1706,GGHvvBVTE37hT4HYM9F2k4,"[2, -4, -14, -10, -16, 0, 0, -7, -11, -2]","[-16, -9, 0, -11, 1, 2, -3, -9, -12, -11]",<class 'list'>,<class 'list'>,10,10
1707,Vpx6YB34orhX8KQoLnUZLU,"[13, 16, 0, 3, 0, -15, 4, -11, -9, -2, 14]","[-1, 3, 10, 6, -9, 5, 17, 10, -12, 10, 5]",<class 'list'>,<class 'list'>,11,11
1708,8w6uUruKwpJreWHWHpUpYB,"[4, 4]","[7, -5]",<class 'list'>,<class 'list'>,2,2
1709,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1710,CzDWSwNcZrP2WUQFgwRiZN,"[5, -1, 11, 4, 8, 1, 2, 2, 9]","[11, -2, -14, -1, -8, -5, -13, 2, -17]",<class 'list'>,<class 'list'>,9,9
1711,dsv59ZuL9C36eRgG4WC3Q5,"[-16, -7, -7, -15]","[-9, -8, -6, 12]",<class 'list'>,<class 'list'>,4,4
1712,MVyvcN8zuBvisVk7mgSKKF,"[7, 9, 8, 14, -5, 16, -5, -7, 13, 14, -12]","[-9, -10, 3, -4, 3, 8, -9, 15, 9, 3, 9]",<class 'list'>,<class 'list'>,11,11
1713,GJucMiCQNxUtgqq7u4g3Bt,"[-10, -1, 8, 3, 3, -5, 7, -6, -6, 2, 11, -7, -6]","[10, 2, 11, -10, -2, 12, -3, 10, 2, 0, 11, -4, -11]",<class 'list'>,<class 'list'>,13,13
1714,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1715,CVMFgPxVz9i24aKkpXJNCj,"[-3, 0, 2, 2, -3, 1, 2, 2, -4, -4, -5, 4, -4]","[-3, -3, -2, -2, -2, -2, -2, -3, -4, -5, -1, 2, -5]",<class 'list'>,<class 'list'>,13,13
1716,NZdQ27ctJGacqPvs2wjZgs,"[6, 14, -3, -6, 11, 4, 3, -3, 14, 0, -2, 13, 13]","[1, -1, 10, -4, 7, 1, 1, 16, -5, -3, 7, 13, 13]",<class 'list'>,<class 'list'>,13,13
1717,Xo3AnVjsZvBnSCiBjv63tv,"[-5, 0, -3, 12, 1, 1, 12, 5]","[3, 4, -1, 6, -3, 6, 3, 11]",<class 'list'>,<class 'list'>,8,8
1718,BrKhWEXQpKNZcr9krVangc,"[-5, 4, -9, -7, -2]","[-4, 8, 5, 3, 4]",<class 'list'>,<class 'list'>,5,5
1719,cEVL6PKtzKEb7LazctdLYL,"[4, -5, -8, 8, -8, 13, 6, 14, -1, -4, 6, 10]","[16, 15, -2, 2, 14, -1, 4, 13, 13, -5, 2, -5]",<class 'list'>,<class 'list'>,12,12
1720,JKNXtxxsdZdawbnRBknSLi,"[-9, -9, -11, 0, -5, -2, 4, -12, -9, -5]","[-2, -2, -5, -3, -2, -13, -6, 4, -13, -3]",<class 'list'>,<class 'list'>,10,10
1721,DGgZjpAZSHBY37X7D4Abqh,"[-6, 13, 5, 3, 3, -2]","[6, 13, 7, -3, 13, -9]",<class 'list'>,<class 'list'>,6,6
1722,PAF8WRSUBZgisYDjpPwCh5,"[14, 17, 1, 15, 8]","[-2, 15, 15, 2, 5]",<class 'list'>,<class 'list'>,5,5
