,id,td_a,td_b,td_c,td_type_a,td_type_b,td_type_c,size_td_a,size_td_b
1840,CNFPTV8FdXKGSNMjWPtoWp,[],[],10,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1841,VxXqZT9LgoDDaR8h2UcjaY,"[-10, -14, 15, -14, -11, -14, 11, -14, 11]","[16, 15, 12, -16, -3, 1, -8, 1, -12]",0,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1842,HxQg3bUZRusUZri4s4b2io,"[7, 0, 11, -5, 15, 1, 17, 7]","[1, 17, 13, 14, 12, -1, 7, 10]",4,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1843,HjEfq95rLUwic2vexzkrUW,"[4, 3, 12, 14, -6, -2, 7, 8, 11, 3, 0]","[1, -6, -1, 6, 8, 6, 7, 15, -5, 10, 10]",13,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1844,CNFPTV8FdXKGSNMjWPtoWp,[],[],9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1845,FAi59t6X7UhknyaBWc4D6b,"[10, 9, 10, -4, 7, 1, -3, -2]","[2, 11, -1, 2, 3, -6, -3, -2]",-17,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1846,cZV842MWYiqFFCJCW58pKv,"[8, 8, -10, 5, 8, -8, 6, -1, 6]","[0, 2, -10, -7, 2, -1, 3, 4, -7]",3,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1847,o97E4ToVKDNT7By4FDwsv7,"[-9, 2, 12, 3, 6, -2, 12, -2, -10, 3]","[-7, -4, -9, -1, -5, 5, 3, -11, 5, 3]",9,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1848,67W67BNucWBPJ65iQtXgax,"[7, 3, -16, -3, 5]","[-6, -13, -9, -14, -11]",10,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1849,nphSHEDXcVDYhNbDELHgLK,"[0, -14, 3, -4, -4, 2]","[-9, 3, -11, -4, 1, 4]",6,<class 'list'>,<class 'list'>,<class 'list'>,6,6
1850,euUtW2FSTd2YWpJBpw89C2,"[-5, -3, 0]","[-1, 1, -1]",3,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1851,GQgScY2CHswQACaL5n9KJM,"[1, 0, 1, 4, 3]","[5, 5, -4, -4, 12]",0,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1852,XkDHbq3VfRSnK84EDoKK3J,"[-6, 2]","[-10, 5]",4,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1853,CNFPTV8FdXKGSNMjWPtoWp,[],[],11,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1854,UY7TS9zoSuHzVw39TSUfhM,"[3, -12, -15, -4, -1, 2, 5, -7, -4, -2]","[-15, -18, -10, 4, -10, -5, -14, 7, 0, -12]",3,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1855,cTMjGddsnfNqHTH4XAhQA2,"[11, 7, 13, 14, 4, 2, 10, 9, 16, -6, -11, -13]","[15, 13, -11, -11, 15, -8, -2, 17, 10, 17, -6, -11]",-7,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1856,igNoFG2nxP59YZ8Tq24Rpb,"[5, 2, -9, -1, -11, 4, 4, 6, -7, 2, -8, 4, -11]","[-1, 2, 2, 8, 3, -5, -11, -9, 1, -5, -2, -3, -4]",2,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1857,VizPgyamk8xCsQuw9fpMCM,"[-13, -7, -17, -17, 4]","[-11, 2, -17, -3, -5]",-4,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1858,du6qtjwV8Gy2GdsHCLMF5Y,"[6, 15, -7, -14, -4, -11, 2, -9, 17, 12, -12, -14, -15]","[11, -17, 5, 15, 16, 10, -18, -2, -18, -17, 0, 14, 9]",-13,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1859,QKvT9bAsrwtTmpc4zhuSxB,"[-10, -4, -12, -12, -14]","[-6, -13, 5, -1, 3]",14,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1860,CNFPTV8FdXKGSNMjWPtoWp,[],[],-8,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1861,SueWV5hjRhWoXuVN9EPzf9,"[6, -3, -6, 3, 6, 3, 0, 3, 6, 1]","[-2, 2, 16, -8, 1, -7, 16, -6, 14, 2]",19,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1862,Ga35Ez2ZMHcXuuEfB3hN8N,"[1, 3, 1, 8, 2, 4, 9, 10, 2, 15, 12, 16]","[2, 13, -4, 15, -1, 3, -5, -1, 1, -6, 2, 7]",3,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1863,ntBcg4re9Qs2saGBLpaX3L,"[5, -2, -2, 0, 4, 7, -7, -4, 8, 1, 4, -4, -1, -1]","[5, -7, -3, 0, -5, -1, 0, -2, -6, -5, 7, -2, -6, -4]",7,<class 'list'>,<class 'list'>,<class 'list'>,14,14
1864,GbwG8FWmvzngnXcF32W4KT,"[-7, -7, 2, -5, 5, 4, -6, 6, 5, -4, 9]","[1, -7, 3, -5, -5, 0, 10, 3, -3, 7, -7]",9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1865,boN2fiqBm3urMd2kGwM9Lx,"[-3, -8, -3, 12, 0, -10, -3, 6]","[-8, 10, 12, -4, 1, -9, -7, -7]",16,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1866,ZcykkbhnQkyqqqF5bY3s3S,"[-6, -11, -9, 6, -7, -9, 5, -4, -3]","[-4, -6, -2, -7, 3, 4, -1, -1, 0]",-6,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1867,CNFPTV8FdXKGSNMjWPtoWp,[],[],7,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1868,ajmvLzQ4fGKeX9boPeHLBA,"[0, 3, -14, 1, -9, -5, -11, -7, -10, 5, 2, -4]","[-1, -14, -3, -6, -12, 5, -4, -13, 4, 1, -14, -9]",-9,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1869,faNpyvWLaBS9Nt8NUYf8qg,"[8, -10, 9, 12, 7, -2, 8, 14, -12, -4, 2, 5]","[-10, 2, -6, 0, 2, 10, -1, -9, -7, 10, -3, -3]",17,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1870,6uBMgfeRQ5YnMFz287ChmK,"[6, -2, -11]","[-9, -5, -12]",5,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1871,BpEfnQe85Bfx9PDZqe2zMJ,"[-6, 13, 5, 2, -1, 13, 9, 4, 7, 12, 14]","[7, 11, 11, -5, 9, 7, 4, 9, 10, 13, 10]",16,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1872,CkxoRiGE4BB8MUro4xkwgJ,"[8, 5, 10, 4, 7, -7, -10, 17, 5, -3, 15, 10, 8, 16]","[11, -10, 3, -10, 9, 3, -8, 16, -6, 5, 10, -4, 7, 6]",-18,<class 'list'>,<class 'list'>,<class 'list'>,14,14
1873,2oZv3ovBXREgnQEMSdzsaw,"[5, 2, -16, 1, 11, -14, 5, -7, 7, 5]","[9, -14, -12, 6, -4, 4, -8, -5, -13, -3]",11,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1874,RCxSJwb9iyjvYHqvSq8XCu,"[-1, -1, 2, -1, 3, -3, -4]","[-2, -4, 6, 2, -6, 3, 1]",-18,<class 'list'>,<class 'list'>,<class 'list'>,7,7
1875,WKZdySzttF4gFW5aWLvNNb,"[-1, -14, -12, 4, -8, -14, -16, 0, -16, -16, -3, -15, -15]","[-2, 3, -12, -6, 3, -6, -15, 1, -13, -5, -10, 3, -8]",-14,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1876,bTTt934tjEGKD7ZJ5B4moh,"[1, -4, -15, 0, 2, -13, -5]","[1, -4, -5, 5, -5, -2, 2]",-15,<class 'list'>,<class 'list'>,<class 'list'>,7,7
1877,CNFPTV8FdXKGSNMjWPtoWp,[],[],-9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1878,bpWQ4WoLcDz3MtyxocjQNQ,"[-8, -2, 10, 13, -7, 6, 6, -2, -1]","[-3, 0, -4, 10, 12, 14, -2, 11, 2]",-8,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1879,n6fq9qkfqHKBwoi4YokgW8,"[-10, -13, 8, -12, 0]","[-15, -9, -13, 2, -6]",-12,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1880,fKVdzNww3YfZFy6TbJ5rF3,"[-4, -6, 0, -4, 1, -1, -8, 2, -6, -6, -7]","[-5, -10, -8, -3, 4, -5, 1, 1, -6, -4, -9]",12,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1881,MZJyyM9FVRzwfm57AcMSE3,"[1, 7]","[9, -3]",-11,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1882,aLJaW8SLPnb8fE4ZxxTGeR,"[2, -3, -14, -2, 0, -12, -9, -18, 10, -14, -6, -10]","[3, 2, -3, 1, -4, -10, -15, -14, -14, 2, 5, -18]",-13,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1883,eSEZ7DJm72bcxgisLSYXgs,"[-9, -3]","[-9, -6]",0,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1884,KqE8NbSew3JYzmwkBJVSQW,"[5, -1, -4]","[-1, -2, -1]",-9,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1885,42XuvWGPhbaM2EgEt9XLd7,"[9, -2, -1]","[0, -2, 5]",-12,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1886,TX9FvQBJ7EKoab7DYUwVu4,[9],[-8],9,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1887,N6ZXUPPvJUnzoEQhShMbD4,"[-8, 5, -3, 5, 3, -3, 7, 2, 1, -3, 4]","[3, 7, -2, 4, -2, 6, -2, -5, -5, 0, 0]",11,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1888,mc7MhqTJjAymv69PRLWMS4,"[2, 2]","[4, -8]",4,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1889,4SjLGY49UwbJihMkSRa6Nc,"[3, 4]","[4, 0]",2,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1890,o5Ufee5qQpcSv8ZhoV8TGw,"[-9, -12, 0]","[-2, -12, 4]",10,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1891,NmehorX7GoKGEC5FvDdyGn,"[5, -1, -2, -7, -4, -6, -8, 0, -4]","[-9, 2, -4, -1, 6, -8, -4, -1, -3]",-8,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1892,akA7RPs5fb2w4YtVPBBu9C,"[-11, -4, 17, -9, 6, -10, -13, 1, 16, 4, -6, -2, 1]","[-4, -10, 3, 9, -5, -2, 6, 5, 1, -8, -11, -12, 8]",1,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1893,nEsmMKCP4FH7EbuoFqmkFa,"[0, 5, -12, 10, -2, 15, 16, -7, 5, 1, -9]","[1, -4, 8, 15, -13, -1, -3, 12, 16, 15, -10]",-16,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1894,Uir3FP6XtLTEnNKPCHeHQ4,"[0, 13, -8, 11, 7, 1, 5, 5, 1, 2, 3]","[15, -10, 8, 15, -9, 1, 7, 4, 12, 11, -12]",-6,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1895,aNdfmRrQNti3D7RcR9bGaZ,"[0, -2, -9, -13, 4, 9, 6, -13, -3, -11, 13, 8, 10]","[-15, -2, -3, 11, -9, 0, -6, -3, 6, -8, -6, 5, 7]",10,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1896,hY9x5HTEXqacM6jAEttojm,"[-12, -4, -12, -9, -12, -4, 8, -8, 0, 3, 9]","[7, -3, 12, 6, 1, 3, -4, 7, 10, 12, 0]",-13,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1897,QuFXrE7f2Sv6jakHHmYZjr,"[-1, -11, -5, -6, -12, 4, -8, -12, -9, 1, -3, -2, -3]","[-13, -5, 4, -1, -7, -9, -4, -8, 2, -2, -3, -5, -4]",8,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1898,UNZ64ENuz54oTjLwVPoKzV,"[0, 3, -5, -2, 3, -6, -2, -2, 0, -1]","[2, 3, -2, -2, -3, 0, 4, -3, 0, 4]",16,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1899,9CGgEQng8dWErvxaeyTiKP,[-6],[-1],6,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1900,AtJroS5oTL3KQzssvhHCZX,"[11, -1, -1, 11, -5, 3, 12, -12, -2, 11, -12, 6, -6, 10]","[-7, 10, 3, -13, -1, 11, -12, -5, 9, -14, 4, 15, -11, -11]",-2,<class 'list'>,<class 'list'>,<class 'list'>,14,14
1901,7wbCxz4PGA9CAKMif4deMP,[4],[7],-11,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1902,d236gJS2dZSSjnQ2GN7WAx,"[4, -9, 9, 5, -2, -12, -1, 2, 0, 8]","[-8, 2, 7, 0, -6, -5, -10, -7, -10, 8]",-3,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1903,bg2tk7pkCue3fS2bzexnEv,"[-7, -2, 1, -6, 2, -7, 3, 9, -2, -2, -2, -8, -1]","[-2, 7, 8, -3, 1, 6, -6, 3, -7, -3, -8, 4, 6]",15,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1904,FEB9mK5sPXsy9NGa8V7BdA,[-2],[7],-15,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1905,ZXW2AEPWGhdJqvc73h8pmZ,"[5, -5, 10, -6, -1, 6]","[9, -9, -11, -7, -3, -1]",4,<class 'list'>,<class 'list'>,<class 'list'>,6,6
1906,378ipPqhYmJXxQCw5FSRbJ,"[6, -3, -1, -1, -6, -4, 4, -6, 1]","[2, -5, -5, -3, 3, -6, -3, 6, -2]",16,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1907,CNFPTV8FdXKGSNMjWPtoWp,[],[],-18,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1908,YhgsCk38oVGppjHBq86Fn3,"[-5, -11, 5]","[-12, -7, -2]",15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1909,AUvyJ6NpZ8umXwcij6556B,"[5, 4, 8, -2, -13, -6, 9, -3, 2, 7, -14, 1]","[-17, -5, -7, -4, 10, -9, -14, -8, -13, -13, 1, 8]",-12,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1910,cV9smtQt6k48jCAzk8hZkd,"[5, -7]","[-5, -2]",3,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1911,aY35Zm6cUAVeRzQTuzNShi,"[17, 3, 18, 15, 13, 3, 15, 5]","[14, 6, 17, 1, -3, 18, 18, 3]",0,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1912,ZiCx7UqF6Fj9UUEGEsAtvJ,"[-2, -8]","[-15, 11]",16,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1913,MRCjkyqJb8X2ZudNXNWubC,"[-2, -4, 2]","[0, -1, -3]",7,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1914,DZG3jqYSRfFaUaj5d7R8XJ,"[-8, -3, 8, 7]","[-5, -14, -3, -6]",-17,<class 'list'>,<class 'list'>,<class 'list'>,4,4
1915,K8At32CRfa6EHsjAfSmVEV,"[8, -5, -6, 9, -10, 7, -10, 1, 8, -7, 5, 3]","[2, 1, 4, -3, 5, -6, 1, -1, -8, 8, 2, 6]",11,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1916,CNFPTV8FdXKGSNMjWPtoWp,[],[],19,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1917,Fc87SfER8EesvGvX7WoYBV,"[14, -7]","[-2, 8]",-16,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1918,hkEJybT62PEXMRJpbhhLZC,"[6, 1, -1, -5, 5]","[-8, 6, -2, -4, -2]",17,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1919,g8DuEKvHL4ozdmPwnCfTTS,[-1],[-5],0,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1920,izTt9h8BH5mnPgLZhYgijA,[14],[-6],17,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1921,jVfx3Joz6nQb5gn5Woyji9,"[-14, -6]","[-8, 3]",-5,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1922,YeXUanfbQahVJpWHHbMi3Y,"[-9, -17, -6, 1, 2]","[-8, 5, -7, -1, -15]",-18,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1923,CNFPTV8FdXKGSNMjWPtoWp,[],[],9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1924,gwrh6e5NuUeYU9zZ2j4rZt,"[10, 6, 9, 2, 4, -9, -10, 10, -1]","[-9, 13, -7, -6, 16, 9, 2, 1, -9]",-11,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1925,n3DgxbCHkUQa47PWcHMDs7,"[-1, 3, 2, -3, -11]","[-8, -3, 4, 1, -2]",11,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1926,7kzKrYFigSj7BviWgAyJMT,"[0, -8, -12, -3, -8, -1, -2, -13]","[2, -15, -1, -6, -11, -2, -5, -3]",-17,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1927,9aWZvdBLZERDBX4NubkVkm,"[-2, -4, 5, -1, 8]","[-6, -4, -4, 3, 12]",-5,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1928,Qu3igH52fLx2rTEULjt7ZF,"[10, 10, 2, 7, -7, -5, 6, 6, -13, 1, -7, -13, 5, 10]","[8, -1, -4, 7, 1, -6, 5, -11, 9, -9, 6, 0, 0, -9]",13,<class 'list'>,<class 'list'>,<class 'list'>,14,14
1929,aWhqh2PhtT9h6CWhuFjrsS,"[12, -11, -12, -1, 4, 14, -3, 11, -3, 12]","[-10, -2, 2, -10, 3, -12, -10, 4, 13, 3]",10,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1930,C9w3Q2nd375zNoJ5vwrqd2,"[2, -3, -6]","[8, -2, -7]",1,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1931,XH6KrgRv6rAaCfYCee4NFR,"[-2, 2, 0, 11, 3, 4, 10, -8]","[4, 5, 1, 9, 13, 13, -4, -7]",19,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1932,AUr7xhdjxFmbqwt7sSp8wN,"[0, 1, 2]","[8, -2, 4]",11,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1933,YQijdtfEvVqZAEFXjcFkoL,"[-5, -8, 15, -1]","[18, 0, -6, -12]",-15,<class 'list'>,<class 'list'>,<class 'list'>,4,4
1934,WKcePxesjoxnzg2wuaG4mo,"[-14, 5, 11, 2, 15, 3, -9, -2, 5, 1]","[8, 11, 12, 4, -15, -11, -15, 18, -4, -16]",-3,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1935,JLkKtGjgBNeiiE9hi36AUb,"[-7, -16]","[5, -14]",-15,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1936,DTvpoUBSz7z2CNLhJSXZXv,"[-10, -8, -14, 2, -9, -13, -18, -3, 3]","[4, -9, -11, -17, -15, -8, -11, -18, -11]",-19,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1937,TzsfNd2vMnftSevCjwtKgt,"[5, 15, -4, 2, 5, -7, 3, -3, -8, -6, 6, -11]","[13, 11, -12, -10, 12, -4, -1, 16, -5, -11, -1, 5]",19,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1938,95TzZkcLocpDbKw6F598y4,[-14],[1],7,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1939,kU7Q3Rg737nNEbKvsACT2b,"[-4, -4, -1, -1, -1, 2]","[0, -5, 4, 0, -4, 1]",5,<class 'list'>,<class 'list'>,<class 'list'>,6,6
1940,cV9smtQt6k48jCAzk8hZkd,"[5, -7]","[-5, -5]",-10,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1941,TKAXQmaGdqajnnxYnMwzS6,"[15, -2, 14, 1, 9, -7, -10, 0, -4, 1, 15, -11]","[0, 0, 3, -9, 17, 11, 2, 2, -10, -9, -14, -11]",0,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1942,WZUGTHDSq5Usti7UZ3vZ7K,"[6, 16, 12, 7, -4, 7, -3]","[-3, -5, -5, 8, 5, -1, 10]",-13,<class 'list'>,<class 'list'>,<class 'list'>,7,7
1943,2TAUeUortg24oZ9vCGdAvw,"[-9, -4, -9, -4, -8, 12, -5, -9, -6]","[3, 2, -1, 5, 11, 5, -9, -5, 8]",-1,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1944,Pu6QmEt7bT8PA5e55SLdrE,"[-5, -9, -9, -11, -15]","[-16, 6, -10, 8, -1]",-3,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1945,BHFad3c6PbuULPhYkbC5Ch,"[-8, -12]","[-1, -1]",7,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1946,fVpnjyj4CcaZcARPkKKRqF,"[0, 8]","[1, -3]",2,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1947,CNFPTV8FdXKGSNMjWPtoWp,[],[],3,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1948,CNFPTV8FdXKGSNMjWPtoWp,[],[],-11,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1949,QQvbbdXnYc6vyEqD3LxGwb,"[15, -9, -13, -3, 12, -7, 4, -1, -3, 14, -5, -7, 13]","[0, -15, 14, 9, 13, 12, -15, -11, -17, 5, -7, -2, 8]",19,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1950,CNFPTV8FdXKGSNMjWPtoWp,[],[],-14,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1951,Q9ZHvTgAC3xyXhXzFnutSo,"[2, 1, 14, 10, 16, -2, 10, -2, 12, 9]","[-6, -3, 6, 0, 9, -2, -5, -4, 16, 15]",-3,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1952,kRy8CKCjaofWfBdzzfhRTW,"[-6, 17, 6]","[-11, 17, 9]",-15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1953,JtJWFT9eNrLgTAcF2WwMaQ,"[-5, -12, -6]","[3, 3, -10]",-4,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1954,ZYiYUV56fqbQpUrh7iyUnu,"[3, -9, 11, 3, 1, 7, 11, 9, -9, -1, 16]","[12, 9, -11, 8, 16, -11, -2, -7, -5, 2, 4]",7,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1955,SusrKFAaFfphN6qaZJQJFH,"[-12, 6, -8, 7, -1, 0, -13, -2, 7, 7, -5, -13]","[3, 4, 0, -10, -13, -2, 7, -7, -8, 1, 0, -8]",7,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1956,6AxAw6awDzhVpGbV7JDsev,"[-7, -17, 9, 10, -11, 3, 4, 15, 12, 13, -17, 14, -13]","[1, 10, 2, -2, -9, 9, 14, -9, 14, -15, -18, 7, 14]",1,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1957,oJsy2koM4CRTBYJ4DW4XTk,"[10, 4, -7, 8, 4, -1, 12, 0, 4, -10, -1]","[5, 9, -9, -11, 6, -12, -11, -3, 13, -12, 2]",10,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1958,mzdtxvxC9HoKwHg4e7g8Fx,"[-15, 3, -16, -3, -7, -11, -4, 3, -5, -10, -7]","[-4, -4, -16, -8, -11, 6, 4, 8, 4, 6, -15]",18,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1959,i9P8UCMqtAtLJwktCfVhLH,"[12, -10, 15, 5, 7, -1, 2, -11, 4, -3, 6, 11]","[5, 4, -1, -7, 4, -9, -11, 7, -11, -6, -7, 8]",-6,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1960,GeQLRf9tQFSqWDz3qGwNNZ,"[-1, 5, 12, 7, 6, 13, 15, 6, 14]","[15, -1, -6, 10, 0, 1, -8, 1, -3]",7,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1961,iDNsXkxaJ3MBc8CQyLpa4L,"[0, 4, -5, 11]","[-12, 6, -4, 13]",3,<class 'list'>,<class 'list'>,<class 'list'>,4,4
1962,WiQSNonouMfbH8d48a2mMX,"[8, -7, -3, 7, -3]","[10, -4, 9, -5, 11]",-16,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1963,E7hLWzojMagUgu2DVNaJCV,"[-1, 6, 4, -4, -9, -17, -15]","[-15, -14, -3, -2, -15, -14, 6]",-6,<class 'list'>,<class 'list'>,<class 'list'>,7,7
1964,CNFPTV8FdXKGSNMjWPtoWp,[],[],-16,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1965,WKUxKyqTpLyBnh5iLYYWv4,"[7, -10, -4, -11, -5, 3, 3, -9, -1, -13]","[-6, -11, 3, -1, -12, 0, -7, -10, -6, -14]",3,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1966,2TXChXDGN5hhSro9HXmyFX,"[5, -6, -2, 17, 11, 12, 16, 3]","[1, 16, -2, 9, 11, -9, -5, -10]",-5,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1967,mEA9LhQmtQDDPxcSq33X7D,"[-6, 11, -5]","[-1, -11, -9]",7,<class 'list'>,<class 'list'>,<class 'list'>,3,3
1968,izTt9h8BH5mnPgLZhYgijA,[14],[0],-13,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1969,RxchW83b4bSCthyRgNB53L,"[-5, -15, -6, -6, -5, -4]","[-5, -2, -10, 4, -3, -14]",12,<class 'list'>,<class 'list'>,<class 'list'>,6,6
1970,g5qH3ydKZXG5XTURjnV2MP,"[4, -9, -10, 0, -8, -4, 4, -12, -8, -7, -9, 3, -13, 2]","[-12, -8, -10, -9, -5, -1, -12, -14, -9, -11, -11, 6, 3, -11]",-5,<class 'list'>,<class 'list'>,<class 'list'>,14,14
1971,d76apBLGPacUZPqhAY6Ef6,"[-4, -6, -6, 5, -9, -5, -5, -9, 0, 2, 6]","[6, -9, -2, -2, -2, -7, 1, -10, 3, 7, 5]",-12,<class 'list'>,<class 'list'>,<class 'list'>,11,11
1972,8w6uUruKwpJreWHWHpUpYB,"[4, 4]","[2, -3]",-4,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1973,J4DLpdrxMRWhLN93Z4tAnY,"[-9, 6, 8, 11, -8, -3, 3, -9, -14, 2, -12, 6]","[-9, -3, 10, -5, 4, -11, 5, -2, -2, -2, -13, -12]",16,<class 'list'>,<class 'list'>,<class 'list'>,12,12
1974,nPfauSRPeac9iYPjuSftSP,[-5],[2],-7,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1975,du4uhqx6t3kGPMRSP3YKqm,"[8, 4, -8, 8]","[5, 14, 8, 11]",1,<class 'list'>,<class 'list'>,<class 'list'>,4,4
1976,fFGrZKLLK2ZKeq7btuBq7p,"[0, -11, -4, 9, -5]","[-11, -6, -11, -1, 5]",-17,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1977,2nZJX4t4cPNtqZEihQ5pGN,"[16, 5, 3, 5, 1, 11, 5, 2, -6, 17]","[0, 13, 6, 14, 16, -7, -4, -1, 5, -9]",-13,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1978,46nDdgXidDgz8FL8ZcLhK7,"[10, -3, 10, 3, -8, -13, 9, 11, 0, -3]","[-12, -3, 2, 11, 6, -3, -9, -8, 5, -12]",-14,<class 'list'>,<class 'list'>,<class 'list'>,10,10
1979,f42zdussSGCyrrMZJV6UYm,"[-11, 2]","[-11, 13]",-8,<class 'list'>,<class 'list'>,<class 'list'>,2,2
