,id,td_a,td_b,td_type_a,td_type_b,size_td_a,size_td_b
2085,gqjTs2R5YjzUSnqyDk7J9V,"[-9, 12, 1, -11, 16, 12, 5, -10, -6, -13, -7]","[-10, 16, -2, 15, 5, 17, 4, -13, 18, 0, 5]",<class 'list'>,<class 'list'>,11,11
2086,WKSeoHqhry6naPAdK7eH2y,"[6, -12, -5, 1, -1, -9]","[-13, 3, -4, 8, 0, 3]",<class 'list'>,<class 'list'>,6,6
2087,3qqAxxHvCj95ksEaSMDC2B,"[4, -3, 5]","[-14, -9, 7]",<class 'list'>,<class 'list'>,3,3
2088,NbxkwiaBYYhNhgkA5uJFAa,"[2, 13, -13, -12, -13, -7, -14, -7, 12]","[-13, -12, -9, -12, 7, -14, -17, -3, 12]",<class 'list'>,<class 'list'>,9,9
2089,MUHSzcmoWXAf2LyRqksnxS,"[-4, -7, -5, 6, -11, 1, 9, -12, -6, 2, 0]","[4, -9, -5, 2, -3, -7, -10, -7, -8, -9, 1]",<class 'list'>,<class 'list'>,11,11
2090,jdmbJtbxn7VvSAqEWEB5Hs,"[0, 10, 7, -3, -2]","[-6, -4, 14, 15, 15]",<class 'list'>,<class 'list'>,5,5
2091,nfASdZu8Gw6uiQWFt84gfr,"[-2, 7, -1]","[-9, 7, -3]",<class 'list'>,<class 'list'>,3,3
2092,2DQ4oVFCUhHDP9QyiXn3Cs,"[-1, -13, -3, -13, -10, -13, -2, -11, -7, -5, -8]","[-9, -15, 6, 0, -12, 1, -11, -8, 6, -14, 8]",<class 'list'>,<class 'list'>,11,11
2093,CZzKFpWZ43mgA9pjrhLgRx,"[12, 6, -3, 7, 4, -2, -4]","[-6, 15, 8, 13, 0, -2, 4]",<class 'list'>,<class 'list'>,7,7
2094,2QQKW4tTbEFuZN9zjRiVA8,"[4, 7, -3, -17, -18, 7, 5, 4, -11, 5, -18, -6, 12]","[0, -2, -19, 5, -1, -13, 2, -6, -7, 4, -10, 0, 7]",<class 'list'>,<class 'list'>,13,13
2095,GzKDgACdgXANh8Y9xc7BW4,"[-15, 4]","[-3, 0]",<class 'list'>,<class 'list'>,2,2
2096,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2097,S4ivxWrn7HM5yiQCvZuvD7,"[-10, 9, 10, 3, -8, 12, 7, 14, -2]","[-1, 12, 0, 8, 8, -7, -4, 6, 11]",<class 'list'>,<class 'list'>,9,9
2098,addXHXBQLSk2B7KBdjScCJ,"[-7, -12, -13, 2]","[-8, -14, -2, -13]",<class 'list'>,<class 'list'>,4,4
2099,RBJ2AiX3W5cuycqUHUXLQ3,"[-1, 1, -2, -3, -7, -2, 2, 8, 7, 9, 3, 0, 4]","[-7, -2, 8, -7, -3, 5, -1, 0, 0, -6, 7, 0, 0]",<class 'list'>,<class 'list'>,13,13
2100,DfNuAaFP2E8CfgWRMwyzYP,"[9, -7, -10, 2, 6, 2, -1, 4, -16, -2, 7, -16, -6]","[0, -17, -12, 7, 11, 5, 1, 10, 5, 8, 10, 6, 2]",<class 'list'>,<class 'list'>,13,13
2101,TVX7zawRCPD3vqE2GLzqRJ,"[-3, 3, -5, -3, 4, -5, -6, 6, -5, -5, -3, 0, -1, -3]","[-3, 3, 6, -2, 2, -3, -1, 5, 6, 2, 5, -3, -6, -6]",<class 'list'>,<class 'list'>,14,14
2102,JDn26XEwmuwcG9yEKNJB8z,"[4, 8, 12, 3, -7, 0, -2, 5, -3, 13, 2, 13, -4, 7]","[9, 1, 8, 8, 8, 13, 4, 2, 9, 1, 3, 0, 4, 8]",<class 'list'>,<class 'list'>,14,14
2103,3X2ftpHHsqHYJMJ3R6rag4,"[14, 5, 5]","[10, -6, -1]",<class 'list'>,<class 'list'>,3,3
2104,GMdt9RLVV9da282xFxxj8o,"[-5, 0, -9, 14, 1, -8, 5, -1, -10]","[-8, -9, 1, 2, 2, 14, -12, 8, 8]",<class 'list'>,<class 'list'>,9,9
2105,BZ6RSiNCWpzM6ahoKvPYMs,"[-11, -10]","[6, -7]",<class 'list'>,<class 'list'>,2,2
2106,AzH3Y5NsprvrXk5DneZgso,"[0, 4, 4, 8, 3, 6, -3, -14]","[-5, -12, 9, 6, 0, -10, -1, -14]",<class 'list'>,<class 'list'>,8,8
2107,NBFw6syf4cHbpunmDK8zsS,"[7, -10, -6, -11, -12, 0, -2, -5, -7]","[-9, -7, -7, 4, 0, -14, 0, -14, 5]",<class 'list'>,<class 'list'>,9,9
2108,DE4MWwGHUrh8jug687sRYH,"[-6, -7, 11]","[-9, 2, 5]",<class 'list'>,<class 'list'>,3,3
2109,S2bNxPmqsMx54XcWbvT4xd,"[0, -5, -7, 3, 7]","[7, -3, 4, -7, 1]",<class 'list'>,<class 'list'>,5,5
2110,HWrMNGR5vJ8TafRNhC9TN2,"[4, -5, 6, 8, -5, -2, -9, -4, 7, -10, -6, 5, 5, 7]","[5, 7, -8, -1, -5, 0, 2, 2, 3, -2, 8, 5, -11, 0]",<class 'list'>,<class 'list'>,14,14
2111,9Yq7p4ZjTpYUGWnsQPDWeR,"[-5, 0, 2, 2, -10, -5, -5, -9, -8, 0, 4]","[-10, 0, 2, 4, -8, -6, 0, 1, 3, 1, -1]",<class 'list'>,<class 'list'>,11,11
2112,aaLFDKWeh6VVFLi3KhNZyQ,"[-14, -10, -3, -7, -12, -15, -5, -13, 2]","[-11, -12, 2, 3, -2, -12, -13, 0, -14]",<class 'list'>,<class 'list'>,9,9
2113,bsrP7AZnCiiJBjmCwMtpC4,"[13, -6, 12, 12, -6, 2, 15, 9, -10, 6, 6, -9, 4]","[-11, -12, -13, -10, -9, 14, 8, 5, 15, 12, -3, 6, -8]",<class 'list'>,<class 'list'>,13,13
2114,9K8oP5NxRTE9afMLfqK465,"[-2, -1, 2, -1, -4, -2, 0, -3, -7, 3, 3, -3, 1]","[-5, 0, 6, -5, 2, 2, -4, -1, -1, -7, 1, -6, -3]",<class 'list'>,<class 'list'>,13,13
2115,kU7TTg9UpQkyXAwQE93NPw,"[3, 4, -12, -3, -8, 6, 12, 1, -2, -7]","[-2, 6, -6, 10, -7, 13, 11, -1, 3, 1]",<class 'list'>,<class 'list'>,10,10
2116,a9wUj2Rrr28qnjphTyFQqC,"[-3, 2, -2, 6, 7, 3, 1, 0, -4, 3, -1]","[0, -1, 1, 0, 7, 4, -4, 4, 3, -2, -1]",<class 'list'>,<class 'list'>,11,11
2117,U5BDonB4SYzinwQ7LpDsE2,"[-2, -9, 4, 14, 4, -5]","[11, -6, 12, 5, -9, 9]",<class 'list'>,<class 'list'>,6,6
2118,72JHWsV9K8xp6L7HFSxoJL,"[12, 5, 5, 5, -6, -4, 2, -8, 10, -1, -6, -7]","[-4, -5, -6, 7, 14, 6, 15, 3, 6, 5, 6, 7]",<class 'list'>,<class 'list'>,12,12
2119,XoGVpnLqtbn7RiUT6X5vJH,"[6, 10, -4, -12]","[9, -7, -11, -8]",<class 'list'>,<class 'list'>,4,4
2120,EX7crXrVyPLQW75Ls6BZkw,"[-10, -8, -3, 17, -7]","[7, -6, 14, 15, -13]",<class 'list'>,<class 'list'>,5,5
2121,em7Kay2c3RJDeB2DjkGkLq,"[1, -5, 5, -4, 17, -8, 15, 10, -1, 6, 17, -14, -1, -11]","[4, 3, -14, 16, 7, 8, 18, 7, -13, -3, 1, 16, -10, -11]",<class 'list'>,<class 'list'>,14,14
2122,me25VMXLAsNrkqVTq7ozHo,"[1, -2, -2, -7, 1]","[-2, 2, 4, -1, 0]",<class 'list'>,<class 'list'>,5,5
2123,itqDZswtH9HWXL4GKuzSnf,"[-16, -4, -10, -8, -16, 10, -11]","[-4, -12, -13, -10, 9, 0, 1]",<class 'list'>,<class 'list'>,7,7
2124,JUxbH7d88nbZXFPTbCWJit,"[-3, -5, 0, -13, -11, -14, -14, -9, -8, 5, -10]","[-14, -14, -6, 10, 11, -14, -2, 7, -1, 2, -15]",<class 'list'>,<class 'list'>,11,11
2125,EStMRL9ywNYjebMepK8Dvt,[8],[-6],<class 'list'>,<class 'list'>,1,1
2126,RdujiQVyidHBQ2HxUYaXhC,"[7, 4, 5, -4, 8, 11, 12, 13, 16, -2, -1, 4]","[3, 3, 0, 4, 3, 14, -2, -5, 16, 16, 9, -4]",<class 'list'>,<class 'list'>,12,12
2127,dEHZ2XjAQW42HFj9dTvzh6,"[16, 16, -10]","[4, 2, 15]",<class 'list'>,<class 'list'>,3,3
2128,9rWcpiJYtLS8aaELwutaLz,[7],[-11],<class 'list'>,<class 'list'>,1,1
2129,bPE34nMXMqUmcjeygJQLxN,"[1, -14, 1, -1, -9, 0, -12, 4, -12, 0, -6, -14, 2, -11]","[-4, -1, -4, -7, 5, -2, -7, -6, 2, -7, -1, -2, -1, -2]",<class 'list'>,<class 'list'>,14,14
2130,HZ7hiJw6Ui2VHLvxCVTuk3,"[-8, -1, 3, -10, -8, 4, 7, 14, 7, 2]","[6, -1, 8, -2, -2, 7, -10, 11, 14, -9]",<class 'list'>,<class 'list'>,10,10
2131,5szo3BsQMpCptqi6o8vNMU,"[-9, -12, -14, 7, 11, -11, -17, 5, -4, 3, 3, 9]","[4, -3, -8, -18, -18, 7, -15, -19, 6, -15, 6, 1]",<class 'list'>,<class 'list'>,12,12
2132,asZDeK4sDyr5fjV7B6njrW,"[7, -1, 1]","[14, 2, 14]",<class 'list'>,<class 'list'>,3,3
2133,LUrb3cygCjKW8egeiJgMmh,"[-11, 0, -10, -5, 1, 14, -11, 13]","[-6, -5, 6, -8, 5, 6, -4, -8]",<class 'list'>,<class 'list'>,8,8
2134,dNH8dypFr3EUbgEHbz7M9U,"[-3, 9, 5, -7, 11, -7, 6, -5, 11, 0]","[5, -5, -3, -3, 10, -6, -2, 2, -6, 9]",<class 'list'>,<class 'list'>,10,10
2135,6iNBm37TQq3P4owzpchfdv,"[-10, 4, 2, 4, 1, 0, -9, -5, 0, 3, 5, -4, 5, -10]","[-3, -9, -7, -8, 8, -8, -2, -9, 0, -6, 8, -6, 4, -2]",<class 'list'>,<class 'list'>,14,14
2136,AHtbRW5fABR5WUyKJVsDnA,"[3, 11, 2, 4, 0, -3, -1, 8, 3, -1]","[-4, -2, -3, 3, 7, 4, 5, 0, 5, -2]",<class 'list'>,<class 'list'>,10,10
2137,Ubi5NVRQ4yXNjjCAw8zUE3,"[1, -11, 3, 4, 9]","[2, -1, 3, -4, 7]",<class 'list'>,<class 'list'>,5,5
2138,n9JmFbcgoMghEcBpASpRgb,"[10, 3, 10, -11, -10, -1, -1, -14, 1]","[11, -17, -3, 8, 6, 0, -12, -2, -5]",<class 'list'>,<class 'list'>,9,9
2139,6XX35KBfvs4qcYRttc9VkX,"[-6, 3, -9, -11, 6]","[-6, -1, -7, 3, 0]",<class 'list'>,<class 'list'>,5,5
2140,kAiGSRRFaodWY7hJc8cKJG,[6],[4],<class 'list'>,<class 'list'>,1,1
2141,gtfwRutYkjiiYpVpZ4L2t6,"[10, 9, 5, -15, 1]","[12, 5, -3, -14, -9]",<class 'list'>,<class 'list'>,5,5
2142,gma355dytVNp8YRVYbXNBJ,"[0, 1, -14, -2, -19]","[3, -19, -19, 4, 5]",<class 'list'>,<class 'list'>,5,5
2143,Q4oCmSZYjHyArE2PR3YcBv,"[16, 18, 0, -3]","[11, 13, 7, 14]",<class 'list'>,<class 'list'>,4,4
2144,PBygRZ73GdDCU4SWsBnWW3,"[-7, -9, -2, -2, 3]","[-12, -10, -1, -6, -12]",<class 'list'>,<class 'list'>,5,5
2145,moR5gGiMQc6b7Z4oPzgetL,"[-16, 8, 4]","[7, -12, -2]",<class 'list'>,<class 'list'>,3,3
2146,MJf35nBG8yzzi8xz6MbhEQ,"[11, -18, 13, 15, -6]","[-14, -9, -1, -1, 8]",<class 'list'>,<class 'list'>,5,5
2147,JodUdPRWSraS6Y6kaqA97R,"[11, -12, -3, 11, 17, -4]","[1, -11, 18, 7, -12, 15]",<class 'list'>,<class 'list'>,6,6
2148,5FvUnzpGXJfjUC9KF5uz7s,"[-9, -6]","[-8, -12]",<class 'list'>,<class 'list'>,2,2
2149,MXY37fmeAiHLm7uUEoqoFR,"[-14, -14, 4, -6, 5, 6]","[-13, -11, -6, -10, 0, -1]",<class 'list'>,<class 'list'>,6,6
2150,DoFgQQZPTqmtEspewKRGLz,"[-5, 4, -8, -11, 3, 6, 2]","[0, -12, 6, -5, -8, 2, -7]",<class 'list'>,<class 'list'>,7,7
2151,cXaWSJUW4k5kFEE4TDKM8C,"[-10, 1, -9, -8, 1]","[-2, -10, -7, 1, -2]",<class 'list'>,<class 'list'>,5,5
2152,i4tsvWfHcU4N2H3ExwGADA,"[2, 3, 12, 12]","[-3, -6, -6, -4]",<class 'list'>,<class 'list'>,4,4
2153,BDf9mqj6qCMgGZM4aq99ht,"[7, -3, -7, 2, 16, 11, 6, -8, 13]","[3, -5, 10, 4, 7, 9, 0, 17, -4]",<class 'list'>,<class 'list'>,9,9
2154,DvaGsmPQ2rZZUNzc6BVVVm,"[-11, 4, 12, 11, 12, 14, -3, -1]","[1, -13, 9, -13, -5, 7, 3, 3]",<class 'list'>,<class 'list'>,8,8
2155,oE2iVyZJMMM3Xoq7fzZCAZ,"[2, 15]","[16, -7]",<class 'list'>,<class 'list'>,2,2
2156,8e8x5JL6jFWnq5bm2e3Y3g,"[-1, 3, 0, 2, -6, -10, -14, 2]","[-10, 5, 0, 5, -15, -15, -2, 0]",<class 'list'>,<class 'list'>,8,8
2157,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2158,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2159,eySidUJMEb6LYWwVU6AUJF,"[-4, -1, -4, 6, 7, -1, -7]","[7, -4, -2, -8, 1, -1, -1]",<class 'list'>,<class 'list'>,7,7
2160,R7AGWjTsghekQztB5NEWUG,"[-5, -3, -5, 2, 1, 0, 3]","[5, -4, 1, -13, 6, 3, -4]",<class 'list'>,<class 'list'>,7,7
2161,Tb3vXYUK2hiVCVXk2KTTq5,"[-7, -2, -7, -1, 3, -2, 3, 4, 3, 2, -1]","[-1, 4, -1, -3, -4, -2, 1, -1, -7, 0, 4]",<class 'list'>,<class 'list'>,11,11
2162,j5fkfvRpJUshk75viQtaKZ,"[-6, -3, -9, 7, 0, 11, 3, 11, -10, 5]","[7, 1, -5, -8, -8, -3, -4, -5, -9, -1]",<class 'list'>,<class 'list'>,10,10
2163,PtGPXW2mBduhFrECSDxTs2,"[-11, -7, -12, -7, -1, 3, -9, -1, -3]","[-2, -11, -10, -12, -6, -8, -2, -7, 3]",<class 'list'>,<class 'list'>,9,9
2164,DTaMqBLYgxwCcce27XsUmB,"[-1, -5, -3, 1, -4, -4, 1, 0, 1, 1, 0, -1, -2]","[2, -2, 4, 4, 4, 0, -6, 3, 4, 1, 1, -1, -4]",<class 'list'>,<class 'list'>,13,13
2165,cQv2erfSvE6vWW6zDNA9vf,"[-1, -12, -18, -16, 3, -12, 0]","[-1, 8, -10, -12, -1, 5, -7]",<class 'list'>,<class 'list'>,7,7
2166,PHMYtf6h5En4WUFjDDGfbu,"[4, 9, 2, 1]","[12, 2, 4, 11]",<class 'list'>,<class 'list'>,4,4
2167,AGj7GfMxrBzCgZSMpo9Kp5,"[-17, -13, -4, 14, -16, 16, 5, 9]","[-10, -16, -1, -10, -4, -5, 15, 1]",<class 'list'>,<class 'list'>,8,8
2168,M6ck4ApNWHP4zBUYuGFWT2,"[-15, -3, -1, 3, 0, -13, -10, -11, 7, 0, -2, 7, 5]","[-9, -14, 2, 6, 5, -11, -4, -13, -15, -1, -15, 2, -10]",<class 'list'>,<class 'list'>,13,13
2169,D9vSdeJEpq37CYc43fd9od,[0],[-11],<class 'list'>,<class 'list'>,1,1
2170,WNuCqnkWERTBqSRhZrGBUF,[-11],[-4],<class 'list'>,<class 'list'>,1,1
2171,n3GGTwaF77dTr9s5PZBura,"[-1, -6, -2, -3, -7, 0, -5, 1]","[-4, -3, 2, -3, -6, -3, -5, -1]",<class 'list'>,<class 'list'>,8,8
2172,QsL8dU9mdGhP9vbk2SUmz5,"[-4, -11, 4, 4, 0, -11, -6, 2, 0, -4, 3, 7, -7, 5]","[3, -5, -8, -4, 7, 4, -5, -11, 2, -2, 8, 10, -10, 4]",<class 'list'>,<class 'list'>,14,14
2173,3CnNaNA9KEkCBvCCJpAa7W,"[-10, 3]","[-10, 2]",<class 'list'>,<class 'list'>,2,2
2174,AJMBMDhY9BbdDmXczCJ7PB,"[0, -14, -11, -1, -10]","[2, -1, -6, -2, 4]",<class 'list'>,<class 'list'>,5,5
2175,PZmTWUryHVYyiDeSYC8zBp,"[2, -3, 3, 1, 9]","[13, 11, -5, 3, 7]",<class 'list'>,<class 'list'>,5,5
2176,E5BaCw4WeVn8zxLRswZpoe,"[8, 12, 0, 5, 8, 9, 12, 4, 6]","[-2, -8, 5, 13, -10, -8, -9, 0, -7]",<class 'list'>,<class 'list'>,9,9
2177,PanevW8opec2E8hoJDr6Tn,"[2, 2, 5, 3]","[-10, -10, 7, -10]",<class 'list'>,<class 'list'>,4,4
2178,UMxMJqtKc5absEivAnd9ey,"[-10, -7, 14, 9, 4, 12, 11, 3]","[11, 14, 2, -3, 5, 3, 9, 7]",<class 'list'>,<class 'list'>,8,8
2179,NT92ai25jkJcQeqTPseALP,"[-13, 6, 12, 0, -16, 3, 7, -4]","[-4, 11, 4, -2, 1, -10, 10, 8]",<class 'list'>,<class 'list'>,8,8
2180,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2181,NN22bKd5YT68tdRMvkiN82,"[-6, 3, 5, -4]","[-8, 5, -8, 1]",<class 'list'>,<class 'list'>,4,4
2182,NroAy8pPpyoLmXSinuqS6p,"[-1, 1, -2, 3, 3, 1, -2, -3, 4, 2, 2, -1, 3]","[-3, 1, 1, 4, 0, -3, -2, 1, 4, -3, 1, 3, 1]",<class 'list'>,<class 'list'>,13,13
2183,D9vSdeJEpq37CYc43fd9od,[0],[3],<class 'list'>,<class 'list'>,1,1
2184,JULfrX7dUZxtmixi6EBZDV,"[-5, -5, 0, 4, 2, 5, -4, 8, 7]","[-5, 0, 9, 7, 3, -2, -5, 6, -5]",<class 'list'>,<class 'list'>,9,9
2185,RHzfPaUvDAsjafcaCj349F,"[-6, -6, 7, 14, -6, -8, 3, 12, 15, 14, 17, 7, -9, 8]","[16, 1, 12, 1, 13, 15, 10, -9, 10, 13, 3, 1, -4, 5]",<class 'list'>,<class 'list'>,14,14
2186,Tei7GW6F8os36FSPdyb3qG,"[-4, 1, 0, 10, 6, 7]","[-8, -10, -4, -6, -11, 2]",<class 'list'>,<class 'list'>,6,6
2187,igoFWTrpAXLDUaK926Lf5o,"[13, 0, -3, 15, 4, -4, 8, 9, 14]","[5, -5, 3, 4, 7, 12, 10, 12, 14]",<class 'list'>,<class 'list'>,9,9
2188,FdvtdNKQgZnt8TCjisiCwt,"[-6, -13, 5]","[1, -5, 1]",<class 'list'>,<class 'list'>,3,3
2189,dGGbW5jNUJzDiaRRGJbFJz,[10],[8],<class 'list'>,<class 'list'>,1,1
2190,8Xbn2awKGx5zTXNn77pCzq,"[-3, 16, -3]","[3, 5, -1]",<class 'list'>,<class 'list'>,3,3
2191,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2192,Wr3NrqPrz3bZ7RFBSBiRHG,[-12],[-12],<class 'list'>,<class 'list'>,1,1
2193,3qLRxTgmpnX2MqTaobhDek,"[-6, 1, 4, -2, 7, -2, -4, 6]","[-10, 8, -5, -2, 5, -5, -1, -1]",<class 'list'>,<class 'list'>,8,8
2194,m8ycwSiBB6s7tLQNoU5UfU,"[7, 14, 2, 0, 10, 8, 0, 5, 10]","[-1, 11, -4, -1, -2, -9, -7, -2, 2]",<class 'list'>,<class 'list'>,9,9
2195,AJjF8X3vtmkzWddNg2wPjj,"[-7, 3, 3, -8, -1, -8, -8, 6, 4, 5, -2, -5]","[-5, 5, -1, -9, 3, -7, 6, 0, -8, -8, 4, -9]",<class 'list'>,<class 'list'>,12,12
2196,d4ej4vhmDknM7KqHexEdAw,"[-9, -9, 4, -1, -6, -5, 11]","[-6, -2, 10, -6, -2, -8, 13]",<class 'list'>,<class 'list'>,7,7
2197,EmGrWD3hVqg7YkJZnZocoE,"[15, 7, 5]","[-2, 15, 12]",<class 'list'>,<class 'list'>,3,3
2198,c2UMc3LDQXTh7cukAkcHRy,[3],[6],<class 'list'>,<class 'list'>,1,1
2199,kpvR2K7JvroshmU52MRiGR,"[-1, 0, -5, -6, -6, 0, 6, 0, -2, 3, 7, -5, 7, -5]","[-1, -4, 7, 2, -6, 4, 6, 2, -1, -2, 4, 0, 2, 4]",<class 'list'>,<class 'list'>,14,14
2200,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2201,UT6E6vPiCq428qNk5UmEDn,"[1, 4, 3, -4, -16, -7]","[3, -14, 0, -6, 4, -10]",<class 'list'>,<class 'list'>,6,6
2202,LahxHvxkhfqMdERSmLaRxZ,"[4, 0, -7]","[5, 1, 6]",<class 'list'>,<class 'list'>,3,3
2203,H6rmHkseGjZpv2TYnXWyH3,"[-9, -10]","[5, -12]",<class 'list'>,<class 'list'>,2,2
2204,Dz2TT7sBwMKZrsHuXfAxxf,"[3, -6, -9, -11, -8, 4, -5, -6, 7, 3, 7]","[-10, -6, -9, 9, -8, 9, 3, 4, -2, -3, -6]",<class 'list'>,<class 'list'>,11,11
2205,MK6AqtdRLxh9gHbFFPrmwe,"[-9, 4, -14, -14, -9, 13]","[-5, 10, -2, 13, 0, 5]",<class 'list'>,<class 'list'>,6,6
2206,CDEwLQr8z6Bg9yeMmaxfpQ,"[16, 5, 16, -3, -1, 4]","[-1, 16, 0, 2, 16, -1]",<class 'list'>,<class 'list'>,6,6
2207,US3XnEAgCNou3gkaeK9icu,"[11, 10, -14, -9, 0, -1, -14, 9, -19, 7, -4, -10, -4]","[6, -12, 6, 1, 4, -9, -19, 1, -12, 3, -3, -12, -14]",<class 'list'>,<class 'list'>,13,13
2208,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2209,HF4EBch99CQ7NT9oX3AgcY,"[4, 2, -7, 8, 1, -6, 2, 11, -8, 12, 1, -5]","[12, -1, 0, 1, 12, 6, -6, -8, -3, -1, 12, 0]",<class 'list'>,<class 'list'>,12,12
2210,5ZQMWkn4f8nKhj9EyZc4tb,"[2, 10, -10, 9, -5, 10, -5, 1, -1, -10, 0, 2]","[3, -3, -5, -2, 0, -2, 10, 3, 8, -1, -4, -8]",<class 'list'>,<class 'list'>,12,12
2211,9rWcpiJYtLS8aaELwutaLz,[7],[2],<class 'list'>,<class 'list'>,1,1
2212,djHQ5fKnQptF2tY6CSv4HN,"[9, 12, 14, 2, 16, 8]","[4, 14, 2, 3, -5, 10]",<class 'list'>,<class 'list'>,6,6
2213,Usajy4MPGjDjoP9PxryuFQ,"[4, -16, -11, 3, -2, -2, -2]","[4, -13, 1, -14, -17, -3, -8]",<class 'list'>,<class 'list'>,7,7
2214,9kFp5f5hURwpq7krByPhbP,"[7, 2, -3, 2, -10, -7, 8, -8, -4, 4, -1]","[9, 2, -4, 5, -9, -4, 4, 0, 8, 3, -8]",<class 'list'>,<class 'list'>,11,11
2215,Wr3NrqPrz3bZ7RFBSBiRHG,[-12],[-4],<class 'list'>,<class 'list'>,1,1
2216,6quBo4aGMqDp69F2hFNJUf,"[6, -2]","[7, 2]",<class 'list'>,<class 'list'>,2,2
2217,ZUNzrc5WfDHLjGiA3YzJoc,"[-9, -3, 2, -5, -2, 5, 15, 15]","[14, 15, 15, 4, 13, 16, 15, 3]",<class 'list'>,<class 'list'>,8,8
2218,n7uQdsY8fVcJCZ6QfeC4Yh,"[5, -3, 1, -2, 1, -1, 0, -5, -5, -7, -2, -7]","[0, -3, -7, -7, 5, 1, -7, 1, 2, -7, 2, 5]",<class 'list'>,<class 'list'>,12,12
2219,BhK9coE3D4D9Q5GK8vcUn4,"[13, 4, 6, -7]","[-3, 5, 8, 7]",<class 'list'>,<class 'list'>,4,4
2220,2MJdL4Xy4d7XAhSCAr6hw8,"[-4, 3, -9, 4]","[3, -8, 0, -4]",<class 'list'>,<class 'list'>,4,4
2221,7g8HpciS8c9BnxFvzFawQR,[-17],[15],<class 'list'>,<class 'list'>,1,1
2222,7uHjcSnbTB3Aegn9rt6DdF,"[-10, 4, -7, -6, -11, -8, 0, -4]","[-4, 3, -3, 0, -6, -9, 0, -9]",<class 'list'>,<class 'list'>,8,8
2223,aQ7trzfnSstCkQhd8CXUf8,"[-7, 2, 0, 10, -8, -8]","[-7, -1, -2, 2, -9, -4]",<class 'list'>,<class 'list'>,6,6
2224,FEB9mK5sPXsy9NGa8V7BdA,[-2],[-1],<class 'list'>,<class 'list'>,1,1
2225,BGpV488RGPxoVGgTVEd4F3,"[6, 16, -2]","[9, 7, 13]",<class 'list'>,<class 'list'>,3,3
2226,5WWHusvBV2j6r4684HESZ3,"[-8, -14, -9, 4, -5, -11, -5, -17, -6, -18, -10, -16, -8, -9]","[-12, -12, -12, -4, -10, -2, -9, -15, -6, -3, -13, -3, -2, -7]",<class 'list'>,<class 'list'>,14,14
2227,k8cNAMZiqNrykYvf8zafuW,"[-9, -12, -9, 1, -3, -5, 8]","[-12, 2, 3, 2, 4, 4, -10]",<class 'list'>,<class 'list'>,7,7
2228,F4HpJxJdF2ibJoMe9cjZW2,"[2, -7, 5, 7, -10, 10]","[-3, -1, -10, -11, 6, 6]",<class 'list'>,<class 'list'>,6,6
2229,SxQVYrbo5x8S5VxSTuqmC9,"[-10, -7, 14, 6, 12, 12, -13, -18, 8]","[4, 0, 1, 12, -17, -14, -15, 3, 6]",<class 'list'>,<class 'list'>,9,9
2230,36WU5fAL2mBnQAozyKPaiD,"[-2, -7, 11]","[3, 1, -9]",<class 'list'>,<class 'list'>,3,3
2231,JDphCUxRUGQCzu7dK8Veje,"[-2, 3, -8, -2, 4, -3, 9, 6, 1]","[1, -15, 6, -4, -9, -6, 1, 9, 8]",<class 'list'>,<class 'list'>,9,9
2232,nVe24hp4aQmpX4pqZa47ng,[-9],[2],<class 'list'>,<class 'list'>,1,1
2233,F7djipHWcRfXkHsVv9G9GX,"[-15, -2, 3, -16, -17, -5, -8, -13, -12]","[-2, -17, -15, -13, -10, -5, -7, 0, 2]",<class 'list'>,<class 'list'>,9,9
2234,AbMfJeBVpE5dEEdJKRzUpA,"[2, -3, -4, 4, 3, -2, -6, 2, 0, 3, -9, -8]","[-10, -9, -2, -2, -8, 5, 0, -9, 1, 4, -7, -10]",<class 'list'>,<class 'list'>,12,12
2235,Sg8Y5b88ffRmkQEThWzufi,"[-3, 4, -5, -7, 6, 4, 8, 11, 2, 1, -2, 9, -7]","[11, -8, -5, -7, 2, 7, -3, -12, 3, 11, 6, 3, 1]",<class 'list'>,<class 'list'>,13,13
2236,7YpPyAZxbdzBGvPijhkRnk,"[2, -3, 7, -14]","[15, -7, 5, 15]",<class 'list'>,<class 'list'>,4,4
2237,axoTzeHEyUd2FUZmAogMdt,"[-13, -5, -1, 9, -14, 17, -6, 14, 6, -10, 14]","[-6, 12, -8, 4, 4, 4, 9, -7, 0, -2, 15]",<class 'list'>,<class 'list'>,11,11
2238,jHXMw8PKfCHTMmzw9uuntV,"[8, -7, -2, -11, -13, 2, -18, -13, 7, -11]","[-1, 9, -1, 1, -13, -15, 9, -9, -12, 1]",<class 'list'>,<class 'list'>,10,10
